response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,TXHORSERACE,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,Beto O'Rourke,agree,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Bell,50 to 85 percent,Landline,1,0.6002,1.1511,0.9871,1.2196,2018-10-05 23:12:05
Rep,18 to 34,Graduate or Professional Degree,White,Female,Hispanic,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,Don't know,18 to 29,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,18 to 39,Postgraduate Degree,White,Williamson,Less than 50 percent,Landline,0.7778,0.3544,1,1.4596,1.0738,2018-10-05 23:14:27
Dem,50 to 64,Bachelors' degree,Other,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Other Non-White,Austin/Round Rock,Less than 50 percent,Cell,1,0.4656,0.9028,1.3146,1.0033,2018-10-05 23:14:36
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Bell,85 percent or higher,Landline,1,0.9791,0.9395,0.4298,0.927,2018-10-05 23:21:32
Und,35 to 49,Graduate or Professional Degree,White,Male,Black,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Favorable,Don't know,Ted Cruz,agree,30 to 44,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,White,Bell,Less than 50 percent,Cell,0.4444,0.0785,0.9157,3.0969,0.4044,2018-10-05 23:22:26
Dem,18 to 34,Some college or trade school,White,Male,Black,support,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,Beto O'Rourke,agree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,White,Bell,Less than 50 percent,Landline,0.7778,0.1976,1.7282,5.229,1.7748,2018-10-05 23:23:02
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Bell,Less than 50 percent,Cell,1,0.2698,0.7978,1.4076,0.9954,2018-10-05 23:28:44
Dem,50 to 64,Some college or trade school,Black,Female,Black,Don't know,Disapp.,Check,Don't know,Don't know,Favorable,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Not at all likely,[DO NOT READ] Refused,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,Bell,Less than 50 percent,Landline,0,0.2643,1.3029,3.4628,0.3032,2018-10-05 23:30:05
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Williamson,85 percent or higher,Landline,1,0.9648,0.9511,0.3958,0.939,2018-10-05 23:30:41
Rep,50 to 64,Some college or trade school,White,Female,White,oppose,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Bell,85 percent or higher,Landline,1,0.9813,0.9601,0.4661,0.9472,2018-10-05 23:37:10
Dem,50 to 64,High school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,Beto O'Rourke,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,Bell,85 percent or higher,Cell,1,0.9778,1.0849,0.6551,1.0704,2018-10-05 23:39:34
Dem,[DO NOT READ] Refused,Bachelors' degree,Asian,Female,Asian,oppose,Approve,Don't know,support,Don't know,Don't know,Don't know,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,Other Non-White,Austin/Round Rock,Less than 50 percent,Cell,1,0.482,0.8329,0.9671,0.9195,2018-10-05 23:40:55
Dem,50 to 64,Bachelors' degree,Asian,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Other Non-White,Austin/Round Rock,85 percent or higher,Cell,1,0.9835,0.7517,0.4357,0.7416,2018-10-05 23:45:43
Und,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Check,support,Don't know,Unfavorable,Favorable,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Williamson,Less than 50 percent,Landline,1,0.2988,1.4154,2.9399,1.7262,2018-10-05 23:54:56
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Hispanic,Williamson,85 percent or higher,Cell,1,0.8846,0.9236,0.4616,0.9201,2018-10-05 23:55:05
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,Beto O'Rourke,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Austin/Round Rock,85 percent or higher,Landline,1,0.8588,0.9979,0.6808,0.998,2018-10-05 23:55:14
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,support,Don't know,Support,support,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Williamson,50 to 85 percent,Landline,1,0.6789,0.8285,0.5526,0.8592,2018-10-06 00:02:25
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Williamson,85 percent or higher,Landline,1,0.9537,0.9334,0.4519,0.9222,2018-10-06 00:04:49
Rep,35 to 49,Some college or trade school,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Austin/Round Rock,85 percent or higher,Cell,1,0.8903,0.8787,0.4968,0.8747,2018-10-06 00:05:07
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,Beto O'Rourke,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9442,1.3451,0.6398,1.3302,2018-10-06 00:08:43
Dem,65 and older,Graduate or Professional Degree,White,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,White,Williamson,50 to 85 percent,Cell,1,0.8445,0.8063,0.417,0.8082,2018-10-06 00:08:52
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,Beto O'Rourke,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Williamson,50 to 85 percent,Cell,1,0.7133,0.8955,0.5628,0.9211,2018-10-06 00:12:01
Dem,65 and older,High school,Black,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Other Non-White,Williamson,85 percent or higher,Landline,1,0.9645,1.5242,1.0763,1.5048,2018-10-06 00:16:58
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Landline,1,0.9862,0.651,0.2855,0.6423,2018-10-06 00:21:53
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Williamson,85 percent or higher,Landline,1,0.9908,0.9538,0.4728,0.9412,2018-10-06 00:27:53
Rep,50 to 64,High school,Hispanic,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Hispanic,Williamson,50 to 85 percent,Cell,1,0.8143,1.4777,1.0285,1.489,2018-10-06 00:52:53
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Believe,Ted Cruz,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,White,Williamson,85 percent or higher,Cell,1,0.9387,1.13,0.4732,1.1181,2018-10-06 00:57:50
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9888,0.651,0.2848,0.6424,2018-10-06 00:58:08
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.8508,0.8164,0.3587,0.8176,2018-10-06 01:00:32
Rep,65 and older,Some college or trade school,White,Female,White,oppose,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Don't know,Ted Cruz,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9035,1.1332,0.6032,1.1259,2018-10-06 01:00:50
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,Ted Cruz,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,50 to 85 percent,Landline,1,0.8436,0.9039,0.4313,0.9062,2018-10-06 01:02:47
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Bell,85 percent or higher,Landline,1,0.9712,0.5926,0.2651,0.5848,2018-10-06 01:03:14
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9309,0.6634,0.268,0.6569,2018-10-06 01:03:23
Rep,50 to 64,Bachelors' degree,White,Female,White,oppose,Approve,Support,oppose,Dems. take House,Don't know,Favorable,Don't know,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.9805,0.8012,0.3514,0.7905,2018-10-06 01:05:47
Dem,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Check,support,Reps. keep House,Favorable,Favorable,Don't know,Ted Cruz,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Austin/Round Rock,50 to 85 percent,Cell,1,0.5381,0.8111,0.6426,0.8768,2018-10-06 01:45:55
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Don't know,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,50 to 85 percent,Cell,0.8889,0.6865,0.7321,0.4035,0.7085,2018-10-06 01:46:04
Rep,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,Less than 50 percent,Landline,1,0.4818,1.6154,1.7914,1.6678,2018-10-06 01:47:34
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,50 to 85 percent,Cell,1,0.7359,0.9769,0.5291,0.9999,2018-10-06 01:49:13
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,50 to 85 percent,Cell,1,0.7077,0.9588,0.6209,0.9875,2018-10-06 01:50:07
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Support,support,Dems. take House,Favorable,Don't know,Don't know,Beto O'Rourke,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Williamson,50 to 85 percent,Landline,1,0.5643,1.1413,1.0589,1.2228,2018-10-06 01:50:34
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Hispanic,Austin/Round Rock,Less than 50 percent,Cell,1,0.0896,0.9209,3.4536,1.4955,2018-10-06 01:51:10
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Austin/Round Rock,Less than 50 percent,Cell,1,0.4988,0.597,0.5082,0.6547,2018-10-06 01:51:28
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,50 to 85 percent,Cell,1,0.7005,1.3559,0.9926,1.3989,2018-10-06 01:51:28
Und,50 to 64,Bachelors' degree,Asian,Male,Asian,support,Approve,Support,support,Reps. keep House,Don't know,Unfavorable,Believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Other,Male,Not very likely,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Other Non-White,Williamson,Less than 50 percent,Cell,0.5556,0.3276,1.108,1.8633,0.5947,2018-10-06 01:51:46
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,Less than 50 percent,Cell,1,0.4685,0.9596,0.8559,0.9943,2018-10-06 01:52:31
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,50 to 85 percent,Cell,1,0.6407,0.9769,0.6076,1.0233,2018-10-06 01:54:19
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,oppose,Don't know,Check,support,Don't know,Favorable,Unfavorable,Don't know,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Austin/Round Rock,50 to 85 percent,Landline,1,0.7994,0.6078,0.3079,0.6141,2018-10-06 01:57:28
