response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Oppose,disagree,Approve,support,Support,disagree,Don't know,Don't know,Unfavorable,agree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown/Non-White,North,85 percent or higher,Cell,1,0.8877,0.5632,0.2731,0.5735,2018-09-14 23:43:44
Und,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Support,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.8615,1.0662,0.7678,1.0865,2018-09-14 23:48:49
Rep,50 to 64,Some college or trade school,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Landline,0.4444,0.8852,0.5946,0.392,0.5602,2018-09-14 23:51:40
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,18 to 29,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Bangor Area,50 to 85 percent,Cell,1,0.8203,1.4784,1.3857,1.5098,2018-09-14 23:52:34
Und,65 and older,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9215,1.3401,1.4218,1.3845,2018-09-14 23:53:46
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,White,North,85 percent or higher,Landline,1,0.9397,0.6018,0.3389,0.6205,2018-09-14 23:54:58
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Landline,1,0.9862,0.9483,0.6706,0.9751,2018-09-14 23:57:58
Dem,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Oppose,disagree,Approve,support,Support,Don't know,Reps. keep House,Favorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9842,1.0983,0.9358,1.1293,2018-09-15 00:10:33
Rep,18 to 34,Some college or trade school,Asian,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown/Non-White,South/Central,Less than 50 percent,Landline,0.8889,0.2261,2.4782,9.3983,3.1694,2018-09-15 00:11:09
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown/Non-White,Bangor Area,50 to 85 percent,Cell,1,0.6149,0.9,0.9388,0.9895,2018-09-15 00:11:18
Und,35 to 49,Some college or trade school,White,Female,White,Support,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,South/Central,85 percent or higher,Cell,0.6667,0.8834,0.8387,0.5674,0.7684,2018-09-15 00:21:10
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Don't know,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Cell,1,0.9621,0.5808,0.3163,0.5977,2018-09-15 00:22:31
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,50 to 85 percent,Landline,1,0.8269,1.0925,1.1444,1.1446,2018-09-15 00:25:36
Dem,65 and older,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9819,0.6717,0.4787,0.6906,2018-09-15 00:27:06
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,1,0.9737,0.804,0.5705,0.8268,2018-09-15 00:30:01
Rep,35 to 49,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Unfavorable,agree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,South/Central,50 to 85 percent,Cell,1,0.567,1.5969,1.9627,1.7815,2018-09-15 00:30:28
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9881,1.1045,0.9889,1.1358,2018-09-15 00:31:58
Und,[DO NOT READ] Refused,High school,White,Female,White,Don't know,agree,Don't know,oppose,Oppose,disagree,Don't know,Unfavorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9702,1.1662,0.834,1.1906,2018-09-15 00:34:13
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,1,0.9597,0.804,0.5789,0.8275,2018-09-15 00:38:43
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Cell,1,0.9946,0.4037,0.2131,0.4154,2018-09-15 00:45:46
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,Don't know,disagree,Don't know,oppose,Don't know,disagree,Don't know,Don't know,Favorable,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Cell,0.8889,0.9752,0.9143,0.8928,0.9372,2018-09-15 00:48:14
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,1,0.9771,0.8982,0.8174,0.9179,2018-09-15 00:50:29
Rep,65 and older,[DO NOT READ] Refused,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9819,0.9143,0.8866,0.9401,2018-09-15 00:50:56
Und,35 to 49,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Unfavorable,disagree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Bangor Area,85 percent or higher,Cell,1,0.8536,1.0579,0.8414,1.1034,2018-09-15 00:52:35
Und,50 to 64,High school,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9527,1.6646,1.5186,1.7142,2018-09-15 00:54:05
Rep,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,North,50 to 85 percent,Cell,0.7778,0.6713,0.9631,0.7267,0.944,2018-09-15 00:56:29
Rep,65 and older,Some college or trade school,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Cell,1,0.9948,0.9297,0.6685,0.9566,2018-09-15 01:00:23
Dem,65 and older,High school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Cell,1,0.9787,1.1277,0.7676,1.1595,2018-09-15 01:00:41
Und,35 to 49,High school,White,Male,White,Oppose,disagree,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,North,50 to 85 percent,Cell,1,0.6247,1.2728,1.2334,1.3955,2018-09-15 01:01:53
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Cell,1,0.9936,0.7214,0.4683,0.7421,2018-09-15 01:05:02
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,North,50 to 85 percent,Cell,1,0.6805,0.6986,0.5635,0.7548,2018-09-15 01:06:41
Rep,18 to 34,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Don't know,Don't know,Favorable,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,North,85 percent or higher,Cell,0.6667,0.9486,1.2334,0.7082,1.2279,2018-09-15 01:06:59
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,agree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9721,1.1202,0.9422,1.1521,2018-09-15 01:08:38
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Oppose,agree,Don't know,support,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,South/Central,85 percent or higher,Cell,1,0.9508,1.1169,0.6255,1.1504,2018-09-15 01:09:14
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,oppose,Oppose,agree,Don't know,Favorable,Unfavorable,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9027,0.99,0.8898,1.0253,2018-09-15 01:09:59
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,North,85 percent or higher,Cell,1,0.9814,0.5483,0.2548,0.5638,2018-09-15 01:10:17
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,North,85 percent or higher,Cell,1,0.9938,0.6163,0.3309,0.6341,2018-09-15 01:11:02
Dem,35 to 49,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,South/Central,85 percent or higher,Landline,1,0.9655,0.8188,0.4593,0.8355,2018-09-15 01:18:45
Dem,65 and older,Some college or trade school,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Cell,1,0.9658,0.7663,0.5135,0.7884,2018-09-15 01:24:09
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,South/Central,85 percent or higher,Cell,0.8889,0.9016,0.6678,0.3866,0.6859,2018-09-15 01:26:15
Dem,65 and older,Bachelors' degree,White,Male,White,Support,agree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Landline,1,0.9003,0.5631,0.3615,0.5833,2018-09-15 01:26:51
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,0.8889,0.9963,0.7151,0.5575,0.7354,2018-09-15 01:27:09
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,1,0.9801,0.5127,0.369,0.5271,2018-09-15 01:27:27
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,South/Central,50 to 85 percent,Landline,1,0.7403,1.7945,1.4562,1.9121,2018-09-15 01:30:54
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Cell,1,0.8794,0.7239,0.4593,0.7521,2018-09-15 01:31:12
Rep,50 to 64,Bachelors' degree,White,Male,Black,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,North,85 percent or higher,Cell,1,0.9655,0.4959,0.2247,0.5102,2018-09-15 01:42:10
