response,ager,educ,file_race,gender,race_eth,approve,COAL,CRIMES,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_race_unkother,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,disagree,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.9769,0.4841,0.1945,0.4897,2018-09-10 23:13:06
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,oppose,no,agree,agree,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,35 to 49,White,85 percent or higher,Cell,1,0.87,0.5215,0.2508,0.5339,2018-09-10 23:16:15
Und,50 to 64,Some college or trade school,White,Female,Hispanic,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Greenbrier/East,50 to 64,White,85 percent or higher,Cell,1,0.9382,0.6999,0.3437,0.7101,2018-09-10 23:13:24
Rep,35 to 49,High school,White,Male,Hispanic,Approve,support,disagree,Reps. keep House,Unfavorable,Unfavorable,oppose,support,no,agree,agree,agree,30 to 44,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,Nonwhite,Nonwhite,Coal Country,18 to 34,White,50 to 85 percent,Cell,0.3333,0.6995,2.8579,2.1079,2.0282,2018-09-10 23:22:20
Rep,35 to 49,High school,White,Male,White,Approve,support,Don't know,Don't know,Don't know,Favorable,oppose,oppose,yes,agree,disagree,Don't know,30 to 44,High School Grad. or Less,Republican,Male,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Huntington/West,35 to 49,White,50 to 85 percent,Cell,0.6667,0.8467,2.1737,1.1977,1.9198,2018-09-10 23:24:35
Rep,65 and older,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,yes,agree,disagree,agree,65 and older,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,65 and older,White,Less than 50 percent,Cell,0.5556,0.3434,0.8077,1.6715,0.363,2018-09-10 23:15:53
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Favorable,support,support,no,disagree,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,18 to 34,White,50 to 85 percent,Cell,1,0.5242,1.2007,0.9288,1.3374,2018-09-10 23:26:23
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,disagree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,50 to 85 percent,Cell,1,0.5111,0.6064,0.4762,0.6786,2018-09-10 23:28:20
Rep,65 and older,High school,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Unfavorable,oppose,oppose,no,agree,agree,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,50 to 85 percent,Cell,1,0.7419,2.6952,1.6777,2.8247,2018-09-10 23:17:05
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,oppose,support,no,agree,disagree,agree,65 and older,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.889,0.4415,0.1967,0.4423,2018-09-10 23:19:11
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,oppose,support,no,agree,agree,disagree,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Coal Country,18 to 34,White,Less than 50 percent,Cell,0.7778,0.3681,0.7497,1.1728,0.742,2018-09-10 23:23:50
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Unfavorable,Favorable,oppose,oppose,yes,disagree,disagree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,50 to 85 percent,Landline,0.4444,0.6895,1.4891,1.0947,1.3885,2018-09-11 00:51:34
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,Don't know,support,yes,agree,agree,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Mr. Ojeda's District,35 to 49,White,50 to 85 percent,Cell,1,0.5707,0.9717,1.0163,1.0653,2018-09-10 23:23:05
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,Don't know,agree,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,1,0.9597,0.2633,0.1012,0.2666,2018-09-10 23:16:02
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,support,support,no,agree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,50 to 85 percent,Cell,1,0.6992,0.7912,0.4638,0.8042,2018-09-10 23:32:24
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,support,agree,Dems. take House,Don't know,Don't know,oppose,support,yes,disagree,agree,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,85 percent or higher,Cell,1,0.9484,0.9854,0.53,0.9988,2018-09-10 23:20:14
Rep,50 to 64,High school,White,Male,White,Approve,support,disagree,Don't know,Don't know,Don't know,oppose,oppose,yes,agree,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9493,1.5645,0.6693,1.5687,2018-09-10 23:44:51
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,support,disagree,Dems. take House,Don't know,Unfavorable,oppose,oppose,yes,agree,agree,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,35 to 49,White,50 to 85 percent,Cell,1,0.7283,0.8263,0.4035,0.8685,2018-09-10 23:37:12
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Unfavorable,oppose,support,yes,Don't know,agree,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.9325,0.5008,0.2187,0.5084,2018-09-10 23:34:48
Dem,35 to 49,Bachelors' degree,Other,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Don't know,support,support,yes,disagree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Greenbrier/East,35 to 49,Unknown/Non-White,85 percent or higher,Cell,1,0.9026,1.1683,0.538,1.1905,2018-09-10 23:36:18
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,support,no,agree,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,85 percent or higher,Cell,1,0.9633,0.4881,0.1539,0.4941,2018-09-10 23:42:36
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Unfavorable,oppose,oppose,no,agree,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9707,0.5618,0.1746,0.5644,2018-09-10 23:44:42
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,yes,disagree,disagree,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Huntington/West,35 to 49,White,85 percent or higher,Landline,1,0.8653,0.6654,0.2812,0.6671,2018-09-11 01:05:02
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Don't know,Don't know,Favorable,oppose,support,yes,agree,agree,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,65 and older,White,85 percent or higher,Cell,1,0.9581,0.9156,0.6132,0.9186,2018-09-10 23:31:03
Rep,50 to 64,High school,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,support,support,yes,disagree,agree,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,50 to 64,White,50 to 85 percent,Cell,1,0.5138,1.307,0.9729,1.3726,2018-09-10 23:45:32
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,support,yes,agree,disagree,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,50 to 64,White,50 to 85 percent,Cell,1,0.8463,0.5208,0.2016,0.5351,2018-09-10 23:32:15
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,disagree,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9729,0.5618,0.1743,0.5685,2018-09-10 23:40:39
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,Don't know,Reps. keep House,Favorable,Unfavorable,oppose,support,yes,disagree,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,35 to 49,White,85 percent or higher,Cell,1,0.9503,0.7464,0.2932,0.7564,2018-09-10 23:42:45
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,disagree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Mr. Ojeda's District,35 to 49,White,85 percent or higher,Cell,1,0.9345,0.4516,0.2603,0.4584,2018-09-10 23:43:30
Und,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,support,agree,Dems. take House,Don't know,Don't know,support,support,Don't know,disagree,disagree,disagree,45 to 64,Some College Educ.,Other,Male,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Greenbrier/East,50 to 64,White,85 percent or higher,Landline,1,0.8967,0.4619,0.2175,0.4627,2018-09-11 01:03:50
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,disagree,disagree,agree,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,50 to 64,White,50 to 85 percent,Cell,0.7778,0.539,0.8211,0.6254,0.6809,2018-09-10 23:44:42
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,oppose,oppose,yes,agree,disagree,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,35 to 49,White,85 percent or higher,Cell,0.8889,0.9739,0.6654,0.2521,0.6711,2018-09-10 23:47:02
Und,35 to 49,Bachelors' degree,White,Female,White,Approve,support,disagree,Don't know,Favorable,Favorable,oppose,oppose,yes,disagree,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Mr. Ojeda's District,35 to 49,White,50 to 85 percent,Cell,1,0.5003,1.0129,0.9259,1.1383,2018-09-10 23:58:08
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,oppose,agree,Dems. take House,Favorable,Don't know,support,support,yes,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Greenbrier/East,35 to 49,White,50 to 85 percent,Cell,1,0.8454,0.7945,0.4316,0.7972,2018-09-10 23:52:17
Und,35 to 49,Graduate or Professional Degree,Other,Male,White,Approve,support,disagree,Dems. take House,Favorable,Don't know,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,35 to 49,Unknown/Non-White,Less than 50 percent,Cell,0.8889,0.4457,0.5664,0.8267,0.5802,2018-09-10 23:51:50
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,support,agree,Dems. take House,Favorable,Don't know,Don't know,oppose,yes,agree,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,35 to 49,White,85 percent or higher,Landline,1,0.9485,0.8283,0.578,0.8305,2018-09-11 01:21:59
Und,50 to 64,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,support,support,Don't know,disagree,disagree,disagree,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Mr. Ojeda's District,50 to 64,White,85 percent or higher,Cell,0.7778,0.8702,0.5416,0.3222,0.4965,2018-09-10 23:47:11
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Unfavorable,oppose,oppose,no,agree,disagree,agree,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,35 to 49,White,50 to 85 percent,Cell,1,0.7983,0.9516,0.6157,0.9577,2018-09-10 23:49:53
Und,50 to 64,Grade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,disagree,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,50 to 64,White,85 percent or higher,Cell,1,0.9148,1.5645,0.6938,1.5916,2018-09-10 23:55:26
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Don't know,oppose,oppose,yes,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington/West,50 to 64,White,50 to 85 percent,Cell,1,0.8347,0.5432,0.2347,0.5592,2018-09-11 00:07:30
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,disagree,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,18 to 34,White,50 to 85 percent,Cell,1,0.7764,0.9126,0.6293,0.9497,2018-09-11 00:16:03
Rep,35 to 49,Bachelors' degree,White,Male,Other,Approve,support,disagree,Reps. keep House,Favorable,Favorable,oppose,oppose,no,agree,disagree,agree,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,Huntington/West,35 to 49,White,85 percent or higher,Cell,1,0.949,0.5096,0.1934,0.511,2018-09-11 00:05:06
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,oppose,oppose,yes,agree,agree,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Mr. Ojeda's District,18 to 34,White,Less than 50 percent,Cell,0.7778,0.1643,0.9509,4.5772,1.1908,2018-09-11 00:07:48
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,support,agree,Reps. keep House,Don't know,Don't know,oppose,support,yes,agree,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,Less than 50 percent,Cell,1,0.2955,1.0546,2.6553,1.322,2018-09-11 00:25:51
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Unfavorable,oppose,support,yes,disagree,disagree,agree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,35 to 49,White,85 percent or higher,Cell,1,0.8988,0.8283,0.6088,0.8444,2018-09-11 00:15:57
