response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIA,CRIMES,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,file_race_noblack,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,disagree,disagree,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9721,1.1124,0.767,1.143,2018-09-10 20:17:54
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,disagree,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Laguna Beach/South,85 percent or higher,Cell,1,0.9824,1.4952,1.009,1.5281,2018-09-10 20:25:33
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,Disapp.,Disapp.,Don't know,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),Nonwhite,White,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,0.4444,0.3685,0.4741,1.0075,0.2466,2018-09-10 20:28:51
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Unfavorable,oppose,oppose,no,disagree,disagree,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Unknown,Newport Beach,85 percent or higher,Landline,1,0.988,1.1064,0.7127,1.1367,2018-09-10 20:25:33
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Hispanic,Laguna Beach/South,85 percent or higher,Landline,1,0.9645,0.7628,0.5034,0.7841,2018-09-10 20:21:48
Dem,65 and older,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,White,Laguna Beach/South,85 percent or higher,Landline,1,0.9918,0.7494,0.4944,0.7701,2018-09-10 20:27:48
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,support,no,Don't know,disagree,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Landline,1,0.9908,1.0369,0.6334,1.0655,2018-09-10 20:24:39
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Laguna Beach/South,85 percent or higher,Landline,1,0.9883,1.182,0.8975,1.2096,2018-09-10 20:29:27
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Disapp.,Don't know,Dems. take House,Favorable,Unfavorable,support,Don't know,yes,disagree,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9646,0.9294,0.6242,0.9554,2018-09-10 20:24:39
Dem,65 and older,High school,White,Female,White,Disapp.,Approve,agree,Dems. take House,Favorable,Favorable,support,support,no,disagree,disagree,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Costa Mesa/North,50 to 85 percent,Landline,1,0.7416,1.4108,1.7023,1.5015,2018-09-10 20:18:30
Rep,65 and older,High school,Unknown,Female,Hispanic,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,Unknown,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9609,1.9813,1.9419,2.0372,2018-09-10 20:27:03
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,Don't know,oppose,no,disagree,disagree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Costa Mesa/North,Less than 50 percent,Landline,1,0.462,1.4531,2.2366,1.6841,2018-09-10 20:29:27
Rep,65 and older,High school,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,Don't know,disagree,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.8897,1.8483,1.7032,1.9158,2018-09-10 20:25:42
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Disapp.,Don't know,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Landline,1,0.9728,0.7655,0.4955,0.7866,2018-09-10 20:30:30
Rep,65 and older,High school,White,Female,White,Approve,Don't know,Don't know,Reps. keep House,Don't know,Don't know,oppose,oppose,no,disagree,disagree,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Costa Mesa/North,85 percent or higher,Landline,0.4444,0.9836,1.708,1.5933,1.7105,2018-09-10 20:24:39
Rep,65 and older,High school,Unknown,Female,White,Disapp.,Don't know,Don't know,Reps. keep House,Don't know,Favorable,Don't know,Don't know,no,Don't know,disagree,Don't know,65 and older,High School Grad. or Less,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",Unknown,Costa Mesa/North,85 percent or higher,Landline,0.4444,0.9853,1.8864,1.7283,1.8127,2018-09-10 20:25:42
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Costa Mesa/North,85 percent or higher,Landline,1,0.9918,1.041,0.7262,1.0697,2018-09-10 20:29:45
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Hispanic,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9836,1.1085,0.6922,1.1388,2018-09-10 20:31:33
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Unfavorable,Don't know,support,no,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9521,0.7508,0.5043,0.7725,2018-09-10 20:27:39
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Landline,1,0.9781,1.0369,0.6416,1.0653,2018-09-10 20:19:33
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Landline,1,0.9952,0.5524,0.3458,0.5679,2018-09-10 20:23:36
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,disagree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,50 to 85 percent,Landline,1,0.7527,1.4919,1.2764,1.5841,2018-09-10 20:28:42
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",Unknown,Laguna Beach/South,85 percent or higher,Cell,0.7778,0.917,0.5897,0.4441,0.5995,2018-09-10 20:29:18
Und,18 to 34,High school,White,Male,Hispanic,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,Don't know,support,no,agree,disagree,Don't know,18 to 29,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,White,Laguna Beach/South,50 to 85 percent,Cell,0.5556,0.6713,0.6161,0.8634,0.5629,2018-09-10 20:21:39
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,agree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Unknown,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.6125,0.9849,1.2074,1.0826,2018-09-10 20:23:09
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9815,0.9969,0.7092,1.0241,2018-09-10 20:17:36
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Approve,agree,Dems. take House,Don't know,Don't know,oppose,support,no,disagree,agree,disagree,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,Newport Beach,50 to 85 percent,Cell,0.2222,0.662,1.0073,1.0059,0.6635,2018-09-10 20:19:06
Dem,35 to 49,Some college or trade school,Other,Female,White,Disapp.,Disapp.,disagree,Dems. take House,Don't know,Don't know,support,oppose,no,disagree,agree,disagree,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",Other Non-White,Laguna Beach/South,Less than 50 percent,Cell,1,0.43120000000000003,1.0256,2.1314,0.9557,2018-09-10 20:24:57
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Don't know,Don't know,oppose,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Costa Mesa/North,50 to 85 percent,Cell,1,0.682,0.8714,0.7003,0.9403,2018-09-10 20:26:27
Und,18 to 34,Some college or trade school,White,Male,Black,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,agree,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,White,Costa Mesa/North,50 to 85 percent,Cell,0.8889,0.7456,0.3958,0.3592,0.3977,2018-09-10 20:24:39
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,support,support,no,agree,agree,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Unknown,Huntington Beach/Fountain Valley,Less than 50 percent,Cell,1,0.2383,0.9589,2.8178,1.2812,2018-09-10 20:21:03
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,disagree,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9853,0.6115,0.3848,0.6282,2018-09-10 20:21:12
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,agree,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Newport Beach,85 percent or higher,Cell,1,0.966,1.127,0.7779,1.1584,2018-09-10 20:28:33
Rep,35 to 49,Some college or trade school,Hispanic,Female,Asian,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,disagree,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,Nonwhite,Hispanic,Laguna Beach/South,50 to 85 percent,Cell,1,0.5009,1.1894,1.7483,1.2723,2018-09-10 20:24:48
Dem,50 to 64,Bachelors' degree,White,Female,Other,Disapp.,Disapp.,Don't know,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.8553,0.4589,0.3757,0.4781,2018-09-10 20:16:51
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9676,1.0933,0.8156,1.1237,2018-09-10 20:17:54
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Don't know,support,support,yes,Don't know,agree,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Unknown,Laguna Beach/South,Less than 50 percent,Cell,0.6667,0.3377,1.0146,2.5144,0.9649,2018-09-10 20:17:00
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Cell,1,0.9931,1.0369,0.6319,1.0657,2018-09-10 20:20:36
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Hispanic,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.8116,0.4977,0.4692,0.5225,2018-09-10 20:18:03
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,Approve,disagree,Don't know,Don't know,Favorable,Don't know,Don't know,no,agree,disagree,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Laguna Beach/South,85 percent or higher,Landline,1,0.9522,0.6754,0.4399,0.695,2018-09-10 20:18:57
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,no,disagree,disagree,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Cell,1,0.9086,0.2691,0.1829,0.2783,2018-09-10 20:19:06
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,yes,agree,disagree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Landline,1,0.9478,1.1958,0.7199,1.2308,2018-09-10 20:31:24
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Favorable,oppose,Don't know,no,agree,disagree,agree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9663,0.7701,0.5069,0.7852,2018-09-10 20:24:39
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9244,0.6221,0.4226,0.6122,2018-09-10 20:24:48
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,yes,agree,disagree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.98,1.3482,0.8799,1.385,2018-09-10 20:18:03
Rep,18 to 34,High school,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,support,no,agree,disagree,agree,18 to 29,High School Grad. or Less,Other,Male,Not at all likely,Republican,"White, No 4-Year College Degree",White,Costa Mesa/North,Less than 50 percent,Cell,0,0.2645,0.6188,2.2513,0.15,2018-09-10 20:21:48
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Newport Beach,85 percent or higher,Cell,1,0.9885,0.8551,0.5205,0.8785,2018-09-10 20:19:33
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Approve,agree,Dems. take House,Don't know,Favorable,support,support,no,disagree,disagree,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Unknown,Laguna Beach/South,85 percent or higher,Cell,1,0.9716,0.6684,0.4824,0.6868,2018-09-10 20:19:33
