response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Irvine,85 percent or higher,Cell,1,0.92490000000000006,0.9804,0.762,0.9891,2018-09-25 03:41:07
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9816,1.0603,0.5159,1.0803,2018-09-25 03:43:13
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,support,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Oppose,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.967,0.7845,0.4396,0.7997,2018-09-25 03:44:43
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,4-year College Grad.,White,Assembly Dist. 73/74,50 to 85 percent,Landline,1,0.5866,1.1647,1.207,1.2796,2018-09-25 04:03:03
Dem,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9598,0.8788,0.4951,0.8962,2018-09-25 04:09:03
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,support,Don't know,Dems. take House,Don't know,Yes,Favorable,Support,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.935,0.6518,0.3405,0.6578,2018-09-25 04:22:27
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Assembly Dist. 73/74,Less than 50 percent,Cell,1,0.2908,1.1263,2.2606,1.4269,2018-09-25 22:46:44
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7304,0.824,0.8943,0.8403,2018-09-25 22:47:20
Dem,50 to 64,Bachelors' degree,Other,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,Other Non-White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.8289,1.6646,1.5971,1.7277,2018-09-25 22:47:29
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8503,0.8368,0.5595,0.8653,2018-09-25 22:52:52
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.8648,0.9141,0.8389,0.9432,2018-09-25 22:53:55
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9941,0.8895,0.5861,0.9068,2018-09-25 22:58:34
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9873,1.0015,0.5546,1.0204,2018-09-25 23:00:22
Rep,35 to 49,Graduate or Professional Degree,Other,Male,Asian,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Very likely,or as a member of another political party,Nonwhite,35 to 49,Postgraduate Degree,Other Non-White,Irvine,85 percent or higher,Cell,1,0.895,1.083,0.8785,1.0926,2018-09-25 23:01:07
Und,65 and older,High school,Unknown,Female,White,Don't know,Don't know,Disapp.,Don't know,Don't know,No,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Assembly Dist. 73/74,Less than 50 percent,Cell,0.4444,0.304,1.2683,3.1423,0.7916,2018-09-25 23:01:34
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Hispanic,Irvine,50 to 85 percent,Cell,1,0.6506,0.9034,1.0531,0.9745,2018-09-25 23:05:31
Dem,50 to 64,Bachelors' degree,Asian,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,4-year College Grad.,Other Non-White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9821,1.4566,1.0576,1.484,2018-09-25 23:11:06
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9806,0.7324,0.4671,0.7462,2018-09-25 23:13:21
Rep,65 and older,Some college or trade school,Hispanic,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Irvine,85 percent or higher,Landline,0.4444,0.9668,0.8831,0.6333,0.8638,2018-09-25 23:14:06
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,Oppose,oppose,Don't know,Don't know,Favorable,No,Unfavorable,Oppose,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7,0.7607,0.7076,0.8106,2018-09-25 23:16:13
Dem,35 to 49,Graduate or Professional Degree,Other,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Other Non-White,Assembly Dist. 73/74,50 to 85 percent,Cell,0.4444,0.5534,1.1186,1.7672,0.9478,2018-09-25 23:16:58
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Unknown,Assembly Dist. 68,85 percent or higher,Cell,1,0.9363,0.693,0.4737,0.7083,2018-09-25 23:17:07
Dem,18 to 34,Graduate or Professional Degree,White,Female,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,0.8889,0.9232,0.6887,0.5341,0.7,2018-09-25 23:17:24
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,18 to 29,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Irvine,50 to 85 percent,Cell,1,0.509,1.058,1.2637,1.1203,2018-09-25 23:17:33
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9279,0.7805,0.545,0.7875,2018-09-25 23:23:52
Rep,35 to 49,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8523,0.8026,0.5692,0.8297,2018-09-25 23:23:52
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Irvine,85 percent or higher,Landline,1,0.9804,0.8557,0.5546,0.8718,2018-09-26 00:10:52
Rep,65 and older,High school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9307,0.8662,0.5184,0.874,2018-09-26 00:15:40
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9909,0.706,0.4237,0.7195,2018-09-26 00:22:18
Rep,65 and older,High school,White,Male,White,Support,support,Disapp.,Reps. keep House,Favorable,No,Favorable,Support,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9881,0.8423,0.509,0.8583,2018-09-26 00:28:00
Rep,65 and older,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9885,1.1197,0.5936,1.1409,2018-09-26 00:32:48
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 73/74,50 to 85 percent,Landline,1,0.6199,0.9515,1.0882,1.0351,2018-09-26 00:37:54
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9896,0.8016,0.5772,0.8168,2018-09-26 00:55:31
Und,50 to 64,Some college or trade school,Unknown,Female,Hispanic,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,or as a member of another political party,Nonwhite,50 to 64,No 4-year College Degree,Unknown,Assembly Dist. 68,50 to 85 percent,Cell,1,0.8021,0.8889,0.6892,0.927,2018-09-26 00:56:24
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9687,0.7835,0.4135,0.7986,2018-09-26 01:01:04
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,4-year College Grad.,Other Non-White,Irvine,85 percent or higher,Landline,1,0.8823,1.4737,1.3532,1.4872,2018-09-26 01:06:56
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Irvine,85 percent or higher,Landline,1,0.9407,0.8868,0.6221,0.9059,2018-09-26 01:15:44
Dem,65 and older,High school,White,Female,White,Support,support,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9438,0.8672,0.5424,0.8755,2018-09-26 01:20:50
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9661,0.9147,0.5786,0.9324,2018-09-26 01:21:53
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,65 and older,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 68,Less than 50 percent,Landline,0,0.4569,1.2282,1.4465,0.3627,2018-09-26 01:28:29
Und,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Irvine,85 percent or higher,Landline,1,0.9899,0.8167,0.5318,0.8322,2018-09-26 01:39:46
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Irvine,50 to 85 percent,Landline,1,0.6497,1.0237,1.1088,0.953,2018-09-26 01:41:38
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Irvine,85 percent or higher,Landline,1,0.9716,1.0965,0.6106,1.1095,2018-09-26 01:41:52
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Don't know,Favorable,No,Unfavorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,0.7778,0.9167,0.8788,0.5184,0.8686,2018-09-26 01:42:50
Rep,35 to 49,Graduate or Professional Degree,White,Female,Asian,Oppose,Don't know,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,Nonwhite,35 to 49,Postgraduate Degree,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.7805,0.7857,0.5677,0.743,2018-09-26 01:43:17
Rep,65 and older,Some college or trade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9376,0.8237,0.669,0.8313,2018-09-26 01:46:22
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,support,Approve,Reps. keep House,Favorable,Yes,Don't know,Support,45 to 64,4-year College Grad.,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Assembly Dist. 68,50 to 85 percent,Landline,1,0.7818,1.1691,0.767,1.0694,2018-09-26 01:48:20
Und,35 to 49,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Don't know,Don't know,Yes,Don't know,Support,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,0.4444,0.8515,0.7206,0.4503,0.6922,2018-09-26 02:04:01
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.5494,0.8607,1.0194,0.7961,2018-09-26 02:06:07
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.8132,0.7449,0.499,0.7753,2018-09-26 02:06:43
