response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.93,1.6823,1.0294,1.6889,2018-09-19 23:48:44
Rep,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Oppose,disagree,Disapp.,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Republican,Female,Not very likely,Republican,Nonwhite,35 to 49,White,Santa Clarita,85 percent or higher,Cell,0.2222,0.9684,0.9178,0.4197,0.7896,2018-09-19 23:52:29
Und,35 to 49,High school,Hispanic,Male,Hispanic,Oppose,Don't know,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,0.7778,0.2278,1.3705,3.1783,1.4034,2018-09-19 23:55:02
Dem,18 to 34,High school,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Santa Clarita,85 percent or higher,Cell,1,0.9057,1.602,1.3531,1.6129,2018-09-20 00:05:20
Dem,18 to 34,Bachelors' degree,White,Female,Black,Oppose,agree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Favorable,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,White,Rest of LA County,85 percent or higher,Cell,1,0.8758,0.6812,0.4606,0.6887,2018-09-20 00:05:29
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Rest of LA County,85 percent or higher,Cell,1,0.8716,1.0207,0.5423,1.0113,2018-09-20 00:08:29
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9547,1.3211,0.574,1.323,2018-09-20 00:14:02
Rep,50 to 64,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.9582,2.5978,1.5249,2.6009,2018-09-20 00:15:41
Dem,50 to 64,Bachelors' degree,Asian,Female,Asian,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Other Non-White,Ventura/Simi Valley,50 to 85 percent,Landline,0.8889,0.8052,0.8446,0.5542,0.8252,2018-09-20 00:25:13
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,65 and older,White,Rest of LA County,85 percent or higher,Landline,1,0.9833,0.7817,0.2599,0.7817,2018-09-20 00:25:40
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,Nonwhite,50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.8958,1.1631,0.6694,1.083,2018-09-20 00:31:58
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Santa Clarita,85 percent or higher,Landline,1,0.9701,1.1053,0.6417,1.1058,2018-09-20 00:34:35
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Don't know,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Postgraduate Degree,Republican,Female,Very likely,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Lancaster/Palmdale,85 percent or higher,Landline,0.7778,0.9598,0.5769,0.2527,0.5652,2018-09-20 00:36:23
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Unknown,Rest of LA County,85 percent or higher,Landline,1,0.9829,0.8324,0.4319,0.8283,2018-09-20 00:36:32
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,Hispanic,Rest of LA County,85 percent or higher,Landline,1,0.8805,0.6486,0.2986,0.6425,2018-09-20 00:37:44
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Lancaster/Palmdale,85 percent or higher,Landline,1,0.8766,0.6416,0.4903,0.6486,2018-09-20 00:38:11
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Santa Clarita,85 percent or higher,Landline,1,0.9418,1.2844,0.7754,1.2878,2018-09-20 00:42:14
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Santa Clarita,85 percent or higher,Cell,1,0.9098,1.0292,0.5502,1.0191,2018-09-20 00:49:41
Dem,65 and older,Bachelors' degree,Other,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Other Non-White,Ventura/Simi Valley,50 to 85 percent,Landline,1,0.8139,0.7729,0.5138,0.7894,2018-09-20 00:54:56
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,Don't know,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest of LA County,85 percent or higher,Landline,1,0.973,0.8477,0.3422,0.848,2018-09-20 00:55:59
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,Hispanic,Lancaster/Palmdale,50 to 85 percent,Landline,1,0.7873,0.6292,0.325,0.6459,2018-09-20 00:58:50
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9841,1.0086,0.4253,1.0087,2018-09-20 01:01:14
Rep,65 and older,High school,Hispanic,Male,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Favorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Hispanic,Lancaster/Palmdale,85 percent or higher,Landline,1,0.914,1.0096,0.5425,1.0155,2018-09-20 01:04:27
Rep,35 to 49,Some college or trade school,White,Male,White,Oppose,agree,Approve,Don't know,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Santa Clarita,85 percent or higher,Landline,1,0.9812,1.086,0.4421,1.086,2018-09-20 01:04:45
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,18 to 29,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Rest of LA County,Less than 50 percent,Landline,1,0.1495,2.4207,10,3.5158,2018-09-20 01:16:09
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,50 to 85 percent,Landline,1,0.8089,1.0633,0.7074,1.0871,2018-09-20 01:27:38
Dem,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,50 to 85 percent,Landline,1,0.8128,0.8251,0.3591,0.82,2018-09-20 01:28:14
Dem,65 and older,Some college or trade school,White,Female,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.913,0.7891,0.3708,0.7814,2018-09-20 01:34:31
Dem,65 and older,Bachelors' degree,Other,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Other Non-White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9777,0.6083,0.3046,0.6084,2018-09-20 01:35:34
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Support,agree,Approve,support,Support,disagree,Dems. take House,Don't know,Unfavorable,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Lancaster/Palmdale,50 to 85 percent,Landline,1,0.7864,0.6604,0.3854,0.678,2018-09-20 01:37:49
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,65 and older,Hispanic,Santa Clarita,85 percent or higher,Landline,1,0.8528,1.0403,0.6409,1.0555,2018-09-20 01:45:10
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Santa Clarita,85 percent or higher,Landline,1,0.9149,0.6524,0.3326,0.6561,2018-09-20 01:46:02
Dem,50 to 64,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9542,0.9944,0.5428,0.986,2018-09-20 01:46:02
Rep,35 to 49,Some college or trade school,White,Female,White,Support,agree,Don't know,support,Support,disagree,Reps. keep House,Favorable,Favorable,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Lancaster/Palmdale,Less than 50 percent,Landline,0.7778,0.309,1.3134,2.5215,1.304,2018-09-20 01:57:44
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9664,0.8391,0.3852,0.8396,2018-09-20 02:02:40
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest of LA County,85 percent or higher,Landline,1,0.9771,0.7817,0.2616,0.7818,2018-09-20 02:07:55
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9854,0.6025,0.2629,0.6025,2018-09-20 02:09:16
Dem,50 to 64,High school,Black,Female,Black,Oppose,agree,Approve,oppose,Support,agree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Lancaster/Palmdale,50 to 85 percent,Landline,1,0.7811,1.3673,1.1864,1.4052,2018-09-20 02:20:58
Dem,50 to 64,Some college or trade school,White,Female,Other,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,White,Rest of LA County,85 percent or higher,Landline,1,0.9059,1.569,0.9074,1.5797,2018-09-20 02:21:52
Rep,35 to 49,Some college or trade school,Other,Female,White,Don't know,disagree,Don't know,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",35 to 49,Other Non-White,Santa Clarita,Less than 50 percent,Landline,0.3333,0.3156,1.8048,4.5745,0.7983,2018-09-20 02:23:04
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Hispanic,Santa Clarita,85 percent or higher,Landline,1,0.9187,0.546,0.1914,0.5489,2018-09-20 02:27:43
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Lancaster/Palmdale,Less than 50 percent,Landline,1,0.216,0.8329,1.5536,1.1084,2018-09-20 02:31:55
Rep,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,White,Lancaster/Palmdale,50 to 85 percent,Landline,0.8889,0.5582,0.634,0.4635,0.6709,2018-09-20 02:32:49
Dem,35 to 49,High school,Black,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,30 to 44,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,35 to 49,Other Non-White,Lancaster/Palmdale,50 to 85 percent,Landline,0.4444,0.8414,1.2634,1.0835,0.984,2018-09-20 02:36:36
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9489,0.4569,0.1504,0.4578,2018-09-20 02:39:36
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9734,0.5414,0.1774,0.5415,2018-09-20 02:48:17
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9534,0.9486,0.3993,0.95,2018-09-20 02:49:23
Dem,18 to 34,Some college or trade school,Asian,Female,Asian,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Female,Not very likely,Democrat,Nonwhite,18 to 34,Other Non-White,Ventura/Simi Valley,Less than 50 percent,Landline,0.4444,0.4547,0.9458,1.5477,0.507,2018-09-20 02:50:35
Dem,35 to 49,Bachelors' degree,Unknown,Female,Hispanic,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Unknown,Lancaster/Palmdale,85 percent or higher,Landline,1,0.8891,0.6479,0.5074,0.6538,2018-09-20 02:53:26
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,disagree,Approve,Don't know,Don't know,disagree,Don't know,Don't know,Favorable,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Santa Clarita,85 percent or higher,Landline,1,0.9831,1.0101,0.5805,1.0051,2018-09-20 03:09:32
