response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,West,85 percent or higher,Cell,1,0.9865,0.7526,0.3281,0.7511,2018-09-18 03:33:16
Dem,50 to 64,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,West,50 to 85 percent,Cell,1,0.5047,0.8884,0.6639,0.9832,2018-09-18 21:33:00
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Cell,1,0.8673,0.8034,0.3803,0.7564,2018-09-18 21:34:30
Und,50 to 64,Some college or trade school,Hispanic,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Non-White,West,Less than 50 percent,Cell,0.5556,0.4045,0.828,1.4837,0.4689,2018-09-18 21:37:03
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,East,85 percent or higher,Cell,1,0.8816,0.3681,0.2001,0.3639,2018-09-18 21:49:11
Dem,65 and older,High school,Hispanic,Female,White,Oppose,agree,Disapp.,oppose,Oppose,agree,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,Non-White,West,Less than 50 percent,Cell,1,0.1693,1.368,5.1513,1.6893,2018-09-18 21:50:23
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,or as a member of another political party,Nonwhite,65 and older,Non-White,Dona Ana,50 to 85 percent,Cell,0,0.783,1.387,1.388,1.1346,2018-09-18 21:51:44
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Dona Ana,85 percent or higher,Cell,1,0.9456,0.7894,0.3608,0.7896,2018-09-18 21:52:38
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Republican,Female,Not very likely,Republican,"White, 4-Year College Grads",18 to 34,White,West,Less than 50 percent,Cell,0.3333,0.2288,0.3656,1.0428,0.1524,2018-09-18 22:05:18
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Non-White,Dona Ana,85 percent or higher,Cell,1,0.8612,2.1306,1.2782,2.1076,2018-09-18 22:06:48
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Cell,1,0.9898,0.4119,0.1506,0.4112,2018-09-18 22:10:42
Dem,50 to 64,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Support,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,East,Less than 50 percent,Cell,1,0.0494,0.8858,4.404,1.6805,2018-09-18 22:11:45
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Support,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,or as a member of another political party,Nonwhite,18 to 34,White,East,Less than 50 percent,Cell,0.6667,0.0688,0.8858,4.404,0.6737,2018-09-18 22:12:12
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,White,East,85 percent or higher,Cell,1,0.9455,0.8671,0.4056,0.8575,2018-09-18 22:14:27
Rep,50 to 64,High school,White,Male,White,Oppose,disagree,Don't know,oppose,Oppose,agree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,West,Less than 50 percent,Cell,0.7778,0.0583,1.7567,5.659,2.1752,2018-09-18 22:22:04
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,East,85 percent or higher,Cell,1,0.9522,1.5516,0.9048,1.551,2018-09-18 22:23:07
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,Hispanic,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,White,East,85 percent or higher,Cell,1,0.8955,0.8122,0.4331,0.8172,2018-09-18 22:25:49
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,East,85 percent or higher,Cell,1,0.9774,1.2849,0.8752,1.2825,2018-09-18 22:28:22
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,West,50 to 85 percent,Cell,1,0.8075,1.3525,0.6185,1.3803,2018-09-18 22:29:25
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Non-White,East,Less than 50 percent,Cell,0.8889,0.0735,0.8906,5.1308,1.1743,2018-09-18 22:29:43
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Cell,1,0.9788,0.5202,0.296,0.5192,2018-09-18 22:31:34
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Support,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,Unknown,West,50 to 85 percent,Cell,1,0.8139,1.3309,0.8199,1.3199,2018-09-18 22:33:04
Rep,65 and older,Bachelors' degree,White,Female,Hispanic,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,White,West,50 to 85 percent,Cell,1,0.7313,0.7274,0.4817,0.7538,2018-09-18 22:33:49
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,White,East,85 percent or higher,Cell,1,0.9202,0.4445,0.1933,0.4459,2018-09-18 22:38:28
Rep,65 and older,High school,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Cell,1,0.8069,1.583,0.9572,1.4282,2018-09-18 22:41:28
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,Non-White,West,85 percent or higher,Cell,1,0.9644,0.6768,0.2636,0.6759,2018-09-18 22:43:25
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 34,Non-White,East,Less than 50 percent,Cell,1,0.1756,1.0754,4.4158,1.319,2018-09-18 22:43:43
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,agree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",35 to 49,White,East,Less than 50 percent,Cell,0.4444,0.4852,0.9657,1.5612,0.6384,2018-09-18 22:44:55
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Non-White,West,85 percent or higher,Cell,1,0.979,0.5193,0.2224,0.5153,2018-09-18 22:45:31
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Non-White,East,85 percent or higher,Cell,1,0.9556,1.0129,0.5085,1.0123,2018-09-18 22:45:40
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,West,85 percent or higher,Cell,1,0.8991,0.8034,0.3552,0.808,2018-09-18 22:50:41
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Dona Ana,50 to 85 percent,Cell,1,0.7864,0.4475,0.2118,0.4447,2018-09-18 22:51:35
Dem,65 and older,High school,White,Male,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Favorable,Don't know,agree,18 to 29,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,West,Less than 50 percent,Cell,1,0.3109,1.4773,3.0949,1.6429,2018-09-18 22:56:14
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Dona Ana,Less than 50 percent,Cell,1,0.4841,1.3245,1.6025,1.3824,2018-09-18 23:00:08
Dem,50 to 64,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,agree,Reps. keep House,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Dona Ana,50 to 85 percent,Cell,1,0.7868,0.8729,0.4569,0.8943,2018-09-18 23:07:26
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,West,85 percent or higher,Cell,1,0.9195,0.9701,0.35,0.9731,2018-09-18 23:09:14
Rep,65 and older,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Cell,1,0.9452,1.4877,0.7399,1.4713,2018-09-18 23:09:32
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Non-White,Dona Ana,50 to 85 percent,Cell,0.6667,0.6779,1.2313,0.676,1.1341,2018-09-18 23:10:17
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Dona Ana,50 to 85 percent,Cell,0.8889,0.8053,0.5404,0.2084,0.5441,2018-09-18 23:11:20
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Not at all likely,Independent (No party),Nonwhite,35 to 49,Non-White,Dona Ana,Less than 50 percent,Cell,0.4444,0.3555,1.3772,3.4289,0.5556,2018-09-18 23:15:23
Rep,65 and older,Bachelors' degree,White,Female,White,Support,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Cell,1,0.902,0.7732,0.386,0.7641,2018-09-18 23:16:44
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Cell,1,0.9784,0.5318,0.172,0.5276,2018-09-18 23:16:44
Rep,50 to 64,Bachelors' degree,White,Female,Other,Oppose,agree,Disapp.,oppose,Oppose,agree,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,White,Dona Ana,85 percent or higher,Cell,1,0.9864,0.9983,0.4002,0.9964,2018-09-18 23:18:56
Rep,35 to 49,Some college or trade school,White,Male,Other,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,35 to 49,White,Dona Ana,Less than 50 percent,Cell,0.7778,0.4447,1.0617,1.5239,1.0235,2018-09-18 23:20:44
Dem,65 and older,Some college or trade school,Unknown,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Dona Ana,50 to 85 percent,Cell,1,0.8483,0.9493,0.6047,0.9619,2018-09-18 23:24:20
Rep,18 to 34,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Dona Ana,Less than 50 percent,Cell,0.5556,0.206,1.7364,4.8616,1.1376,2018-09-18 23:28:14
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,West,85 percent or higher,Cell,1,0.9782,1.013,0.4807,1.011,2018-09-18 23:28:50
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Dona Ana,50 to 85 percent,Cell,1,0.7887,0.8112,0.3844,0.8308,2018-09-18 23:34:25
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Oppose,disagree,Reps. keep House,Favorable,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Non-White,West,50 to 85 percent,Cell,1,0.7466,1.585,1.2911,1.5808,2018-09-18 23:37:16
