response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_party_model,file_race_white,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Cell,1,0.9274,0.9153,0.7896,0.9399,2018-09-10 20:19:06
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,support,disagree,Don't know,Don't know,Don't know,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,Iron Range,50 to 64,Probably Trump,White,50 to 85 percent,Cell,0.8889,0.7823,0.671,0.5474,0.5726,2018-09-10 20:22:06
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",White,Duluth,35 to 49,Probably Clinton,White,Less than 50 percent,Cell,1,0.1996,0.8646,2.9891,1.0618,2018-09-10 20:30:21
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Don't know,disagree,Don't know,agree,disagree,65 and older,Some College Educ.,Other,Female,Not very likely,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,50 to 85 percent,Cell,0.2222,0.7629,0.6176,0.6532,0.3813,2018-09-10 20:19:42
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,50 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.638,0.8967,1.1037,0.9742,2018-09-10 20:30:21
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,18 to 34,Probably Clinton,White,50 to 85 percent,Cell,1,0.7772,0.799,0.7445,0.8404,2018-09-10 20:28:42
Und,18 to 34,Some college or trade school,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,yes,disagree,agree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Duluth,18 to 34,Probably Clinton,Unknown,85 percent or higher,Cell,1,0.8507,1.5986,1.5948,1.6212,2018-09-10 20:30:30
Dem,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Favorable,Don't know,disagree,no,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,35 to 49,Probably Trump,White,85 percent or higher,Cell,1,0.9806,1.2621,1.1269,1.2837,2018-09-10 20:30:48
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,50 to 64,Probably Clinton,White,85 percent or higher,Cell,1,0.9662,0.6144,0.4587,0.6287,2018-09-10 20:23:09
Rep,18 to 34,Some college or trade school,White,Male,White,Disapp.,oppose,agree,Reps. keep House,Don't know,Don't know,agree,yes,agree,agree,18 to 29,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,Minn. Exurbs,18 to 34,Probably Trump,White,85 percent or higher,Cell,1,0.8538,1.526,1.4266,1.5831,2018-09-10 20:24:57
Rep,65 and older,High school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,agree,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,50 to 85 percent,Cell,1,0.723,1.0991,1.192,1.1693,2018-09-10 20:22:42
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Most Trump,White,50 to 85 percent,Cell,0.8889,0.541,0.9356,1.3791,1.0172,2018-09-10 20:25:24
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,18 to 34,Unknown,White,50 to 85 percent,Cell,0.8889,0.7632,0.6405,0.5804,0.6647,2018-09-10 20:21:57
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,agree,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",White,Duluth,18 to 34,Unknown,White,50 to 85 percent,Cell,0.3333,0.6584,0.9626,0.8915,0.6714,2018-09-10 20:22:15
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,agree,yes,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,50 to 64,Unknown,White,85 percent or higher,Cell,1,0.8779,0.6074,0.4931,0.6278,2018-09-10 20:19:24
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,no,agree,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.947,1.1465,0.9944,1.1749,2018-09-10 20:19:06
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Iron Range,35 to 49,Probably Trump,White,50 to 85 percent,Cell,0.8889,0.8176,0.7386,0.6146,0.738,2018-09-10 20:26:54
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,50 to 64,Most Trump,Unknown,85 percent or higher,Cell,1,0.9829,1.0055,0.6306,1.0283,2018-09-10 20:20:09
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,disagree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,Most Trump,White,50 to 85 percent,Cell,1,0.6727,0.7031,0.6418,0.757,2018-09-10 20:23:45
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Cell,1,0.9535,0.8681,0.6366,0.8802,2018-09-10 20:23:36
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Don't know,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,35 to 49,Probably Trump,Unknown,85 percent or higher,Cell,1,0.9278,1.0919,0.8175,1.1212,2018-09-10 20:27:30
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,disagree,no,Don't know,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Duluth,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9883,1.0293,0.597,1.0527,2018-09-10 20:20:45
Dem,65 and older,Some college or trade school,Unknown,Female,Other,Disapp.,support,agree,Dems. take House,Don't know,Don't know,agree,yes,agree,disagree,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,Iron Range,65 and older,Unknown,Unknown,85 percent or higher,Cell,1,0.9919,1.0537,0.8756,1.0747,2018-09-10 20:19:42
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Minn. Exurbs,50 to 64,Most Trump,White,Less than 50 percent,Cell,1,0.3612,0.7303,1.2444,0.8861,2018-09-10 20:20:27
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,yes,disagree,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,50 to 64,Unknown,White,50 to 85 percent,Cell,1,0.6071,0.6789,0.7477,0.7441,2018-09-10 20:28:24
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,disagree,no,disagree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.948,0.9624,0.8464,0.9862,2018-09-10 20:29:45
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.9368,1.0293,0.7304,1.0559,2018-09-10 20:23:27
Rep,65 and older,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Duluth,65 and older,Probably Clinton,White,85 percent or higher,Cell,1,0.8527,1.1613,1.0083,1.2051,2018-09-10 20:25:15
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,disagree,yes,agree,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Iron Range,35 to 49,Probably Clinton,Unknown,Less than 50 percent,Cell,1,0.4979,0.6435,0.971,0.7317,2018-09-10 20:28:24
Rep,65 and older,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.9875,1.3654,1.0564,1.3908,2018-09-10 20:19:42
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Favorable,Unfavorable,disagree,no,agree,disagree,30 to 44,Some College Educ.,Other,Female,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",White,Rest,35 to 49,Unknown,White,85 percent or higher,Cell,0.5556,0.9506,0.8936,0.8787,0.8414,2018-09-10 20:25:42
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,50 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9675,1.1465,0.9733,1.1731,2018-09-10 20:19:06
Rep,50 to 64,High school,Unknown,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,Unknown,85 percent or higher,Cell,1,0.987,1.6378,1.2842,1.675,2018-09-10 20:23:00
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,oppose,disagree,Dems. take House,Unfavorable,Favorable,agree,yes,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,35 to 49,Unknown,Unknown,50 to 85 percent,Cell,1,0.7875,0.9059,0.9356,0.9509,2018-09-10 20:31:15
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Don't know,agree,no,agree,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,50 to 85 percent,Cell,1,0.6961,0.7358,0.8402,0.7876,2018-09-10 20:23:54
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Don't know,disagree,Dems. take House,Don't know,Don't know,disagree,yes,disagree,agree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Duluth,18 to 34,Probably Clinton,White,50 to 85 percent,Cell,1,0.5842,0.9737,1.0284,1.0746,2018-09-10 20:25:33
Und,18 to 34,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,disagree,disagree,18 to 29,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,18 to 34,Most Trump,White,Less than 50 percent,Cell,0.8889,0.4341,0.7458,1.1816,0.7743,2018-09-10 20:25:42
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Probably Trump,White,85 percent or higher,Cell,0.7778,0.895,1.1465,1.0522,1.1602,2018-09-10 20:29:09
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,35 to 49,Probably Trump,White,50 to 85 percent,Cell,1,0.7305,0.9109,0.8779,0.9674,2018-09-10 20:29:36
Dem,18 to 34,High school,White,Male,Hispanic,Approve,oppose,agree,Dems. take House,Favorable,Unfavorable,agree,no,agree,agree,18 to 29,High School Grad. or Less,Other,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,Minn. Exurbs,18 to 34,Probably Trump,White,Less than 50 percent,Cell,0.7778,0.2581,1.5889,4.8362,1.8586,2018-09-10 20:26:00
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,18 to 34,Probably Clinton,White,85 percent or higher,Cell,1,0.9018,1.0216,0.8581,1.0524,2018-09-10 20:30:12
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,yes,agree,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Duluth,18 to 34,Probably Clinton,White,50 to 85 percent,Cell,1,0.8154,1.0861,1.049,1.1342,2018-09-10 20:19:24
Dem,65 and older,High school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Cell,1,0.9677,1.3757,1.2008,1.4075,2018-09-10 20:25:42
Dem,65 and older,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,disagree,no,Don't know,disagree,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,85 percent or higher,Landline,1,0.971,1.1532,0.9858,1.1711,2018-09-10 20:21:03
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,yes,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,35 to 49,Unknown,White,85 percent or higher,Cell,1,0.9587,0.8011,0.612,0.8201,2018-09-10 20:24:03
Und,65 and older,High school,Unknown,Male,White,Don't know,support,disagree,Don't know,Don't know,Don't know,agree,no,agree,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Minn. Exurbs,65 and older,Probably Trump,Unknown,85 percent or higher,Cell,1,0.9062,2.0841,1.5582,2.1458,2018-09-10 20:17:54
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Favorable,disagree,no,agree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,50 to 85 percent,Cell,1,0.8261,0.7573,0.7822,0.7893,2018-09-10 20:24:57
