response,ager,educ,file_race,gender,race_eth,approve,GOVHR,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.2694,0.8046,1.2681,1.014,2018-10-11 03:12:21
Rep,65 and older,Bachelors' degree,White,Male,Black,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,4-year College Grad.,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.7986,0.9403,0.533,0.9595,2018-10-11 03:16:06
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.7637,1.0347,0.7003,1.0631,2018-10-11 03:16:15
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Dem.,Unfavorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.5159,1.2965,1.2007,1.4265,2018-10-11 03:17:18
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dem.,Don't know,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Washoe/Carson City,50 to 85 percent,Cell,0.8889,0.618,1.067,0.7081,1.0486,2018-10-11 03:20:27
Dem,35 to 49,Some college or trade school,White,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.2733,1.0716,2.12,1.2146,2018-10-11 03:21:03
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Rep.,Don't know,Rep.,Don't know,30 to 44,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.6024,0.9096,0.8737,0.7393,2018-10-11 03:21:12
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.3757,0.9738,1.2275,1.1416,2018-10-11 03:21:30
Rep,50 to 64,Bachelors' degree,White,Male,Black,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,40 to 64,4-year College Grad.,White,Washoe/Carson City,85 percent or higher,Landline,1,0.9347,0.906,0.4751,0.9056,2018-10-11 03:21:39
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Dem.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,Less than 50 percent,Cell,1,0.2692,0.8997,1.7375,1.134,2018-10-11 03:22:24
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9836,1.0255,0.5979,1.0217,2018-10-11 03:23:18
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,Less than 50 percent,Cell,1,0.4865,0.8625,0.9791,0.9598,2018-10-11 03:23:54
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9958,0.6927,0.2441,0.6907,2018-10-11 03:24:48
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,Approve,Rep.,Don't know,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.4757,1.0481,1.4173,1.1712,2018-10-11 03:25:24
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Asian,Don't know,Rep.,Unfavorable,Rep.,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,40 to 64,Postgraduate Degree,Hispanic,Rest of Clark,50 to 85 percent,Cell,0.7778,0.5112,0.9797,0.6818,0.9362,2018-10-11 03:26:36
Dem,35 to 49,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9563,1.0589,0.532,1.0564,2018-10-11 03:26:54
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9818,0.7951,0.3055,0.788,2018-10-11 03:28:24
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,Less than 50 percent,Cell,1,0.3919,0.8997,1.1937,1.0455,2018-10-11 03:29:45
Rep,35 to 49,Some college or trade school,White,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Landline,1,0.9848,1.0804,0.5905,1.0764,2018-10-11 03:30:30
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.287,1.141,2.3855,1.4177,2018-10-11 03:30:51
Dem,18 to 34,Some college or trade school,Asian,Male,Asian,Don't know,Dem.,Favorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Other Non-White,Rest of Clark,Less than 50 percent,Cell,0.3333,0.2392,1.3851,4.0393,0.7478,2018-10-11 03:31:00
Dem,65 and older,High school,White,Female,White,Disapp.,Rep.,Unfavorable,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9163,1.0589,0.5553,1.0608,2018-10-11 03:31:36
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Rep.,Don't know,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest of Clark,50 to 85 percent,Cell,1,0.6757,0.9344,0.5818,0.9794,2018-10-11 03:32:39
Rep,50 to 64,Bachelors' degree,Asian,Male,Asian,Approve,Dem.,Don't know,Rep.,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Not at all likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,Other Non-White,Rest of Clark,50 to 85 percent,Cell,0,0.8403,1.3261,0.6678,0.6768,2018-10-11 03:34:54
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,Less than 50 percent,Cell,1,0.3988,0.9199,1.0081,1.0651,2018-10-11 03:35:03
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Rest of Clark,85 percent or higher,Cell,1,0.9882,1.1581,0.4484,1.1539,2018-10-11 03:35:21
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Rep.,Don't know,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Rest of Clark,85 percent or higher,Cell,1,0.9833,0.8096,0.3734,0.8066,2018-10-11 03:35:39
Dem,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,White,Rest of Clark,85 percent or higher,Cell,1,0.9767,0.9091,0.3614,0.9001,2018-10-11 03:35:48
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,Postgraduate Degree,Democratic,Male,Not very likely,Republican,Nonwhite,40 to 64,Postgraduate Degree,Hispanic,Rest of Clark,Less than 50 percent,Cell,1,0.3071,0.8435,0.9863,0.6455,2018-10-11 03:36:06
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.8713,1.0589,0.5839,1.0674,2018-10-11 03:36:23
Dem,18 to 34,Bachelors' degree,White,Male,Asian,Disapp.,Dem.,Unfavorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 39,4-year College Grad.,White,Rest of Clark,Less than 50 percent,Cell,1,0.3568,0.939,1.3552,1.1128,2018-10-11 03:36:24
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest of Clark,50 to 85 percent,Cell,0.7778,0.6786,0.9554,0.4978,0.9572,2018-10-11 03:36:33
Rep,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dem.,Don't know,Dem.,Don't know,18 to 29,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Central/North Las Vegas,Less than 50 percent,Cell,1,0.2349,1.0593,3.4292,1.3773,2018-10-11 03:37:09
Und,50 to 64,Some college or trade school,White,Male,White,Disapp.,Lib./Don't know,Don't know,Dem.,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,50 to 85 percent,Cell,1,0.5969,1.3273,0.943,1.4215,2018-10-11 03:37:09
Und,[DO NOT READ] Refused,Bachelors' degree,White,Male,Black,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Very likely,[DO NOT READ] Refused,Nonwhite,40 to 64,4-year College Grad.,White,Rest of Clark,85 percent or higher,Cell,1,0.9796,0.9091,0.3604,0.9006,2018-10-11 03:37:18
Dem,18 to 34,High school,Unknown,Male,White,Disapp.,Dem.,Unfavorable,Dem.,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,Rest of Clark,Less than 50 percent,Cell,0.6667,0.3016,1.1878,2.3873,0.8636,2018-10-11 03:37:36
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dem.,Don't know,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,50 to 85 percent,Cell,1,0.6182,1.3273,0.9105,1.3443,2018-10-11 03:38:39
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,50 to 85 percent,Cell,1,0.8465,1.3273,0.6649,1.3431,2018-10-11 03:38:39
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Rest of Clark,85 percent or higher,Cell,1,0.8584,0.9279,0.4946,0.9372,2018-10-11 03:38:57
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,Less than 50 percent,Cell,0.6667,0.4927,0.8625,0.9667,0.6559,2018-10-11 03:43:27
Dem,[DO NOT READ] Refused,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.8909,1.1046,0.5609,1.1102,2018-10-11 03:43:27
Dem,50 to 64,High school,White,Female,Hispanic,Disapp.,Lib./Don't know,Don't know,Dem.,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9524,1.0589,0.5342,1.0567,2018-10-11 03:43:44
Und,35 to 49,Some college or trade school,White,Female,Hispanic,Don't know,Lib./Don't know,Unfavorable,Rep.,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,Central/North Las Vegas,Less than 50 percent,Cell,1,0.2648,1.0378,2.5292,1.3129,2018-10-11 03:46:32
Dem,35 to 49,[DO NOT READ] Refused,Unknown,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",40 to 64,[DO NOT READ] Don't know/Refused,Unknown,Central/North Las Vegas,50 to 85 percent,Cell,1,0.781,1.1253,0.7194,1.1522,2018-10-11 03:46:41
Dem,35 to 49,High school,White,Female,White,Disapp.,Dem.,Don't know,Dem.,Don't know,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,0.8889,0.3312,1.0938,2.1045,1.1397,2018-10-11 03:47:44
Dem,35 to 49,Bachelors' degree,White,Female,White,Approve,Dem.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,85 percent or higher,Cell,1,0.9021,0.8715,0.3984,0.8746,2018-10-11 03:48:11
Dem,35 to 49,Some college or trade school,Asian,Female,Asian,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,Rest of Clark,85 percent or higher,Cell,1,0.9771,1.2856,0.735,1.273,2018-10-11 03:48:38
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dem.,Unfavorable,Dem.,Favorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Central/North Las Vegas,Less than 50 percent,Cell,0.7778,0.2278,1.1585,3.0796,1.1819,2018-10-11 03:49:14
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Dem.,Don't know,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,50 to 85 percent,Cell,1,0.5632,1.2445,1.1841,1.347,2018-10-11 03:50:35
Dem,18 to 34,Some college or trade school,Hispanic,Male,White,Disapp.,Dem.,Unfavorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Hispanic,Central/North Las Vegas,Less than 50 percent,Cell,0.7778,0.2415,1.1585,2.9054,1.3349,2018-10-11 03:50:44
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9806,0.7382,0.36,0.7314,2018-10-11 03:50:53
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Unfavorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.4121,0.7873,1.015,0.9055,2018-10-11 03:51:38
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9904,0.7382,0.3564,0.7356,2018-10-11 03:51:47
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dem.,Don't know,Dem.,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 39,Postgraduate Degree,Hispanic,Rest of Clark,85 percent or higher,Cell,1,0.9296,0.8157,0.3503,0.8159,2018-10-11 03:55:41
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dem.,Unfavorable,Dem.,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Hispanic,Central/North Las Vegas,Less than 50 percent,Cell,0.5556,0.2208,0.9534,2.2446,0.6249,2018-10-11 03:58:14
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dem.,Favorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Rest of Clark,Less than 50 percent,Cell,0.4444,0.2549,1.1468,2.4239,0.9193,2018-10-11 04:00:56
