response,ager,educ,file_race,gender,race_eth,approve,FLAMED4,SENC,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_noasian,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Democratic,Female,Already voted,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,18 to 34,Black,North/Rural,50 to 85 percent,Cell,1,0.5622,0.884,1.0133,0.9875,2018-10-27 16:20:42
Dem,50 to 64,Some college or trade school,Black,Male,Black,Approve,Yes,Don't know,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Black,I-4,Less than 50 percent,Cell,1,0.45,0.7792,0.7963,0.8125,2018-10-27 16:26:24
Und,18 to 34,Graduate or Professional Degree,Hispanic,Female,White,Approve,No,Rep.,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 34,Hispanic,I-4,50 to 85 percent,Cell,1,0.5564,0.4378,0.3284,0.4446,2018-10-27 16:27:18
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,18 to 34,Hispanic,Southeast,85 percent or higher,Cell,1,0.9871,0.8588,0.5223,0.8506,2018-10-27 16:33:28
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,North/Rural,50 to 85 percent,Landline,1,0.6089,0.7622,0.5163,0.8064,2018-10-27 16:49:04
Und,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Approve,Yes,Rep.,30 to 44,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,I-4,50 to 85 percent,Cell,1,0.8335,0.7219,0.3766,0.7257,2018-10-27 17:06:18
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,I-4,Less than 50 percent,Landline,1,0.2362,0.8327,1.6011,1.0719,2018-10-27 17:06:45
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,Hispanic,I-4,Less than 50 percent,Cell,1,0.2483,0.7827,1.8163,0.9961,2018-10-27 17:06:45
Dem,50 to 64,High school,Hispanic,Female,White,Disapp.,Yes,Dem.,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Hispanic,Central,50 to 85 percent,Cell,1,0.5881,1.2339,1.4393,1.2454,2018-10-27 17:18:50
Rep,65 and older,High school,Hispanic,Male,Hispanic,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,65 and older,Hispanic,Central,50 to 85 percent,Cell,0.4444,0.5744,1.3381,1.4739,0.8425,2018-10-27 17:19:53
Rep,18 to 34,Graduate or Professional Degree,Asian,Male,Hispanic,Disapp.,Yes,Rep.,18 to 29,Postgraduate Degree,Other,Male,Already voted,or as a member of another political party,Nonwhite,18 to 34,Other Non-White,Southeast,50 to 85 percent,Cell,1,0.5267,0.6037,0.6146,0.6849,2018-10-27 17:23:56
Und,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Approve,No,Rep.,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Hispanic,Southeast,50 to 85 percent,Cell,0.7778,0.7798,0.5831,0.3397,0.573,2018-10-27 17:25:08
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,35 to 49,Hispanic,I-4,85 percent or higher,Landline,1,0.9846,0.6406,0.3047,0.6347,2018-10-27 17:39:28
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Hispanic,I-4,50 to 85 percent,Cell,1,0.5447,0.4843,0.373,0.4931,2018-10-27 17:47:11
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Black,I-4,50 to 85 percent,Cell,1,0.5699,0.6582,0.6498,0.6666,2018-10-27 17:51:41
Dem,18 to 34,Graduate or Professional Degree,Black,Male,Black,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Black,I-4,50 to 85 percent,Cell,1,0.6279,0.4097,0.2757,0.4311,2018-10-27 18:11:42
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Hispanic,I-4,50 to 85 percent,Cell,1,0.5366,0.3626,0.227,0.3699,2018-10-27 18:12:09
Dem,65 and older,High school,Black,Male,Black,Don't know,Yes,Dem.,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Black,North/Rural,50 to 85 percent,Cell,0.8889,0.5639,1.0745,1.1521,1.1212,2018-10-27 18:13:39
Dem,18 to 34,Some college or trade school,Black,Female,Black,Don't know,Yes,Don't know,18 to 29,Some College Educ.,Democratic,Female,Already voted,Independent (No party),Nonwhite,18 to 34,Black,I-4,50 to 85 percent,Cell,1,0.6201,0.8741,0.7784,0.9544,2018-10-27 18:16:38
5,65 and older,High school,Hispanic,Female,Hispanic,Don't know,Yes,Don't know,65 and older,High School Grad. or Less,Other,Female,Already voted,Independent (No party),Nonwhite,65 and older,Hispanic,Southeast,Less than 50 percent,Cell,1,0.3166,2.3814,5.0484,3.0746000000000002,2018-10-27 18:30:17
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Black,Male,Black,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Black,Southwest,50 to 85 percent,Cell,1,0.6852,0.3779,0.189,0.3757,2018-10-27 18:40:29
Dem,[DO NOT READ] Refused,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Democratic,Female,Already voted,Independent (No party),Nonwhite,50 to 64,Hispanic,Southeast,Less than 50 percent,Cell,1,0.2836,0.9247,1.5276,1.2298,2018-10-27 19:03:09
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Disapp.,No,Dem.,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Other Non-White,Southwest,85 percent or higher,Cell,1,0.9007,0.711,0.375,0.7074,2018-10-27 19:03:36
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,No,Rep.,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,I-4,85 percent or higher,Landline,1,0.9175,0.4133,0.1596,0.4104,2018-10-27 19:12:54
Und,18 to 34,High school,Black,Male,Black,Don't know,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Male,Not at all likely,[DO NOT READ] Refused,Nonwhite,18 to 34,Black,Southeast,50 to 85 percent,Cell,0,0.5827,1.9521,2.8585,0.6509,2018-10-27 19:20:50
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,No,Rep.,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Southeast,85 percent or higher,Cell,1,0.9259,0.5196,0.2144,0.5154,2018-10-27 19:21:17
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,No,Dem.,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Hispanic,Southeast,50 to 85 percent,Cell,1,0.5023,0.7341,0.6317,0.8048,2018-10-27 19:29:41
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),Nonwhite,35 to 49,Hispanic,I-4,50 to 85 percent,Cell,1,0.6197,0.5579,0.4043,0.6092,2018-10-27 19:40:59
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,Yes,Rep.,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",50 to 64,Other Non-White,Southeast,50 to 85 percent,Cell,1,0.5406,0.4162,0.3128,0.4692,2018-10-27 19:41:08
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Male,[DO NOT READ] Don't know/Refused,Approve,No,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,18 to 34,Black,North/Rural,50 to 85 percent,Cell,0.4444,0.5179,0.8025,0.9721,0.7238,2018-10-27 19:43:50
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,No,Dem.,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Hispanic,Southeast,Less than 50 percent,Cell,1,0.2641,1.7155,4.3418,1.9386,2018-10-27 19:45:59
Dem,35 to 49,Some college or trade school,Black,Male,Black,Approve,Yes,Dem.,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Black,Southeast,Less than 50 percent,Cell,1,0.4547,1.1284,1.3176,1.2613,2018-10-27 19:46:44
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,No,Dem.,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Independent (No party),Nonwhite,65 and older,Hispanic,Southeast,85 percent or higher,Cell,1,0.9888,1.9704,1.2524,1.9513,2018-10-27 19:58:44
Dem,65 and older,Some college or trade school,Black,Female,White,Approve,Yes,Rep.,65 and older,Some College Educ.,Democratic,Female,Already voted,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,Black,I-4,50 to 85 percent,Landline,1,0.6635,0.814,0.5065,0.8752,2018-10-27 20:00:23
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,North/Rural,85 percent or higher,Cell,1,0.8888,0.4779,0.2057,0.4763,2018-10-27 20:04:27
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Hispanic,Southeast,85 percent or higher,Landline,1,0.9257,0.7512,0.4061,0.7348,2018-10-27 20:07:45
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Don't know,No,Don't know,65 and older,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),Nonwhite,65 and older,Hispanic,Southeast,85 percent or higher,Landline,1,0.9829,0.6207,0.2286,0.6152,2018-10-27 20:11:48
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,Southeast,50 to 85 percent,Cell,1,0.608,0.9417,0.8483,0.9472,2018-10-27 20:12:42
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Asian,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,35 to 49,Other Non-White,Southeast,50 to 85 percent,Cell,1,0.6815,0.5139,0.3311,0.5332,2018-10-27 20:14:12
Dem,18 to 34,Some college or trade school,Black,Male,Hispanic,Don't know,Yes,Dem.,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Black,North/Rural,50 to 85 percent,Cell,1,0.5184,0.743,0.7696,0.8097,2018-10-27 20:14:21
Dem,[DO NOT READ] Refused,Bachelors' degree,Black,Male,Black,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Black,Southeast,50 to 85 percent,Cell,1,0.5818,0.6745,0.5786,0.7194,2018-10-27 20:17:39
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Dem.,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Already voted,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,Black,North/Rural,50 to 85 percent,Cell,1,0.5465,0.6891,0.6413,0.775,2018-10-27 20:25:37
Dem,[DO NOT READ] Refused,Some college or trade school,Hispanic,Female,White,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,Hispanic,I-4,85 percent or higher,Landline,1,0.9809,1.0536,0.4712,1.0406,2018-10-27 20:31:18
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Male,[DO NOT READ] Don't know/Refused,Approve,No,Rep.,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,50 to 64,Hispanic,Southeast,85 percent or higher,Landline,1,0.9271,0.4717,0.1893,0.4678,2018-10-27 20:33:33
Rep,50 to 64,Bachelors' degree,Other,Male,Other,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,Other Non-White,Southeast,50 to 85 percent,Cell,1,0.8065,0.607,0.3964,0.596,2018-10-27 20:40:45
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Yes,Rep.,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,Hispanic,I-4,50 to 85 percent,Landline,1,0.8017,0.893,0.4604,0.921,2018-10-27 20:52:34
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,No,Dem.,18 to 29,Postgraduate Degree,Other,Female,Already voted,Independent (No party),Nonwhite,18 to 34,Hispanic,North/Rural,50 to 85 percent,Cell,1,0.5506,0.4635,0.3655,0.5203,2018-10-27 20:57:04
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Southeast,Less than 50 percent,Cell,1,0.2135,0.9503,2.1218,1.2523,2018-10-27 21:00:31
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,No,Dem.,30 to 44,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,18 to 34,Hispanic,Southeast,85 percent or higher,Cell,1,0.9197,1.2564,0.8269,1.2599,2018-10-27 21:00:49
Und,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Yes,Rep.,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),Nonwhite,65 and older,Hispanic,Southeast,50 to 85 percent,Landline,1,0.5628,0.7673,0.6028,0.8569,2018-10-27 21:02:37
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,Black,Southwest,50 to 85 percent,Cell,1,0.7256,0.7266,0.5736,0.7187,2018-10-27 21:04:34
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,Black,Southeast,50 to 85 percent,Cell,0.4444,0.6542,0.886,0.7468,0.5878,2018-10-27 21:04:34
Dem,50 to 64,High school,Hispanic,Female,White,Disapp.,Yes,Dem.,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,Hispanic,Southeast,50 to 85 percent,Cell,1,0.8174,1.3618,1.0274,1.3989,2018-10-27 21:08:19
Und,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Yes,Dem.,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Southwest,50 to 85 percent,Cell,0.7778,0.846,0.5839,0.3059,0.5714,2018-10-27 21:10:07
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Approve,Yes,Rep.,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,Hispanic,Southeast,85 percent or higher,Cell,1,0.9739,1.172,0.7216,1.15,2018-10-27 21:10:16
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Other,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,35 to 49,Black,Southeast,50 to 85 percent,Cell,1,0.5794,0.5094,0.3477,0.5438,2018-10-27 21:10:34
Dem,65 and older,Some college or trade school,Asian,Male,Other,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,Southeast,50 to 85 percent,Cell,1,0.8316,0.9371,0.5422,0.9425,2018-10-27 21:12:13
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,No,Dem.,65 and older,High School Grad. or Less,Republican,Male,Already voted,Democrat,Nonwhite,65 and older,Hispanic,Southeast,50 to 85 percent,Cell,1,0.5798,1.5177,1.5151,1.6831,2018-10-27 21:12:49
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,No,Rep.,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,65 and older,Hispanic,Southeast,85 percent or higher,Cell,1,0.9929,0.5635,0.2,0.5578,2018-10-27 21:13:34
Rep,50 to 64,Some college or trade school,Other,Female,White,Approve,Yes,Rep.,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Other Non-White,Southwest,50 to 85 percent,Cell,1,0.7818,0.9208,0.6122,0.9059,2018-10-27 21:14:10
Rep,65 and older,Some college or trade school,Hispanic,Male,White,Approve,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Hispanic,Southwest,85 percent or higher,Cell,0.4444,0.9851,1.1318,0.5042,1.1014,2018-10-27 21:14:19
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,Southeast,50 to 85 percent,Cell,1,0.8432,0.4413,0.2194,0.443,2018-10-27 21:15:22
Rep,18 to 34,Bachelors' degree,Other,Male,White,Disapp.,Yes,Dem.,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 34,Other Non-White,Southwest,50 to 85 percent,Cell,0.7778,0.6114,0.913,1.0161,0.7516,2018-10-27 21:16:17
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Southwest,Less than 50 percent,Cell,1,0.4653,0.6282,0.5354,0.699,2018-10-27 21:17:29
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Yes,Rep.,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,Hispanic,Southeast,50 to 85 percent,Cell,1,0.8473,0.6848,0.3461,0.6708,2018-10-27 21:18:41
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Yes,Rep.,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Hispanic,Southeast,50 to 85 percent,Cell,1,0.5431,0.4224,0.248,0.4562,2018-10-27 21:20:38
Dem,18 to 34,High school,Hispanic,Female,Hispanic,Disapp.,No,Dem.,30 to 44,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,18 to 34,Hispanic,Southeast,Less than 50 percent,Cell,1,0.4351,2.2006,4.2843,2.6166,2018-10-27 21:22:35
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,Black,Southwest,50 to 85 percent,Cell,1,0.6181,0.9633,0.6612,1.0526,2018-10-27 21:23:38
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,No,Dem.,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Southeast,50 to 85 percent,Cell,1,0.6122,0.568,0.4158,0.6003,2018-10-27 21:29:02
