response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,35 to 49,Some college or trade school,White,Male,Other,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,Nonwhite,Nonwhite,35 to 49,White,Shawnee,85 percent or higher,Cell,1,0.9856,1.6656,1.2012,1.6788,2018-09-15 01:47:11
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Oppose,disagree,Approve,support,Support,agree,Dems. take House,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Unknown,Rest,85 percent or higher,Landline,1,0.9852,0.7004,0.3937,0.7092,2018-09-15 01:50:10
Und,50 to 64,Some college or trade school,Other,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Non-White,Rest,85 percent or higher,Cell,0.8889,0.8871,1.2901,0.9714,1.2784,2018-09-15 01:50:38
Und,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9908,0.6967,0.3286,0.7032,2018-09-15 01:50:47
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest,50 to 85 percent,Landline,1,0.7967,1.0122,0.7315,1.0196,2018-09-15 01:51:23
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Shawnee,50 to 85 percent,Cell,1,0.7234,0.4271,0.3249,0.4498,2018-09-15 01:52:08
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Shawnee,85 percent or higher,Cell,1,0.9513,0.6888,0.3112,0.6985,2018-09-15 01:52:17
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,agree,Don't know,support,Oppose,agree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.8188,1.2994,0.6478,1.3068,2018-09-15 01:52:35
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Douglas,85 percent or higher,Cell,1,0.8589,0.8549,0.4541,0.858,2018-09-15 01:53:02
Dem,35 to 49,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.9577,1.0404,0.5997,1.0546,2018-09-15 01:54:59
Dem,50 to 64,Some college or trade school,White,Male,Black,Oppose,agree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Favorable,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Shawnee,85 percent or higher,Cell,0.2222,0.9163,1.167,0.6243,1.0977,2018-09-15 01:55:08
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,50 to 85 percent,Cell,1,0.8382,0.5111,0.3642,0.5134,2018-09-15 01:58:53
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Female,Not very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Rest,Less than 50 percent,Cell,0.1111,0.4475,0.5805,1.3999,0.2356,2018-09-15 02:05:40
Dem,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Central,85 percent or higher,Cell,1,0.863,0.5829,0.289,0.5978,2018-09-15 02:08:22
Dem,65 and older,High school,White,Male,White,Oppose,agree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Central,50 to 85 percent,Landline,0.7778,0.7971,1.1093,0.9445,1.0751,2018-09-15 02:08:40
Dem,65 and older,Some college or trade school,White,Female,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.8866,0.9541,0.503,0.9155,2018-09-15 02:09:43
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Shawnee,50 to 85 percent,Cell,1,0.8138,0.7227,0.5409,0.7271,2018-09-15 02:10:10
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Rest,Less than 50 percent,Cell,0.7778,0.3615,0.4931,1.3106,0.5418,2018-09-15 02:10:19
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Cell,1,0.9069,0.6754,0.3156,0.6883,2018-09-15 02:10:55
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,50 to 85 percent,Landline,0.4444,0.7746,1.1808,1.075,0.9293,2018-09-15 02:11:40
Und,65 and older,High school,Hispanic,Male,Hispanic,Don't know,agree,Approve,Don't know,Don't know,disagree,Don't know,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,65 and older,Non-White,Shawnee,50 to 85 percent,Landline,0.4444,0.8143,1.5214,1.1851,1.4425,2018-09-15 02:12:43
Dem,35 to 49,Some college or trade school,Unknown,Female,White,Don't know,agree,Approve,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Unknown,Rest,50 to 85 percent,Cell,1,0.6224,1.2644,1.5172,1.3659,2018-09-15 02:17:40
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Landline,0.8889,0.8569,1.0832,0.8546,1.0998000000000001,2018-09-15 02:19:25
Und,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Don't know,Don't know,Approve,oppose,Support,Don't know,Dems. take House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,Non-White,Douglas,50 to 85 percent,Landline,0.4444,0.8461,0.7422,0.3011,0.7077,2018-09-15 02:22:16
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Don't know,disagree,Approve,Don't know,Don't know,agree,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Central,85 percent or higher,Landline,0.4444,0.9464,1.2143,0.8099,1.1886,2018-09-15 02:26:46
Dem,65 and older,High school,White,Female,White,Don't know,agree,Disapp.,support,Support,disagree,Dems. take House,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest,Less than 50 percent,Landline,1,0.379,1.3002,3.9628,1.109,2018-09-15 02:36:29
Und,50 to 64,Bachelors' degree,White,Male,White,Don't know,Don't know,Disapp.,Don't know,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Landline,1,0.9982,0.9517,0.3357,0.965,2018-09-15 02:38:03
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.8777,0.749,0.4794,0.7665,2018-09-15 03:37:18
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Central,85 percent or higher,Landline,1,0.9922,0.7393,0.3404,0.7488,2018-09-15 16:00:22
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Shawnee,85 percent or higher,Landline,1,0.9893,0.6293,0.5567,0.6372,2018-09-15 16:04:37
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Landline,1,0.9974,0.7171,0.2832,0.7269,2018-09-15 16:15:52
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Central,85 percent or higher,Landline,1,0.9072,0.7168,0.5268,0.7305,2018-09-15 16:25:53
Dem,50 to 64,High school,White,Female,White,Support,agree,Don't know,oppose,Oppose,agree,Dems. take House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9378,1.4409,1.0918,1.4632,2018-09-15 16:29:56
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.988,0.6644,0.2949,0.6727,2018-09-15 16:33:44
Dem,65 and older,High school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9534,1.0815,0.7495,1.0966,2018-09-15 16:34:29
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Support,agree,Don't know,Favorable,Favorable,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9202,0.9811,0.6808,0.9835,2018-09-15 16:34:56
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,50 to 85 percent,Cell,1,0.8364,0.6162,0.307,0.6191,2018-09-15 16:37:38
Rep,50 to 64,High school,White,Female,Other,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,Central,85 percent or higher,Landline,1,0.9894,1.7835,1.2662,1.806,2018-09-15 16:45:11
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Favorable,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Central,50 to 85 percent,Landline,1,0.6377,0.9692,0.6317,0.9944,2018-09-15 16:46:41
Rep,50 to 64,High school,Unknown,Male,Other,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Other,Male,Very likely,or as a member of another political party,Nonwhite,Nonwhite,50 to 64,Unknown,Shawnee,50 to 85 percent,Cell,1,0.5092,1.2749,1.2341,1.3414,2018-09-15 16:47:05
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9895,0.6967,0.3291,0.7029,2018-09-15 16:52:59
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Central,85 percent or higher,Cell,1,0.9298,1.2031,0.7355,1.2228,2018-09-15 16:59:17
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,50 to 85 percent,Landline,1,0.8312,0.5614,0.2402,0.5788,2018-09-15 17:09:44
Dem,65 and older,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9796,0.927,0.5105,0.9386,2018-09-15 17:11:14
Dem,65 and older,High school,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9768,1.0915,0.8198,1.1052,2018-09-15 17:18:16
Rep,65 and older,High school,White,Female,White,Support,disagree,Approve,Don't know,Support,agree,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.986,1.4941,1.0959,1.5128,2018-09-15 17:18:25
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Landline,1,0.9948,0.9449,0.3843,0.9551,2018-09-15 17:19:46
