response,ager,educ,file_race,gender,race_eth,approve,GOVHR,NFLA,NFLRIGHT,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedc,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Und,65 and older,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Lib./Don't know,support,support,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,Major Suburbs,65 and older,Postgraduate Degree,Other Non-White,50 to 85 percent,Landline,1,0.5694,0.8608,0.7316,0.8788
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Lib./Don't know,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Minor City,40 to 64,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.7562,0.8055,0.3562,0.8005
Und,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Rep.,oppose,oppose,Unfavorable,Rep.,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,Rio Grande/South,18 to 39,4-year College Grad.,Hispanic,Less than 50 percent,Cell,0.7778,0.2242,1.0356,3.355,0.816
Rep,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,Minor City,40 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.3798,1.2307,1.8888,1.3242
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9644,1.1311,0.5351,1.1266
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9887,0.7704,0.2975,0.7669
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,Major City,40 to 64,Postgraduate Degree,Other Non-White,50 to 85 percent,Cell,1,0.5892,0.9306,0.7745,0.9464
Und,[DO NOT READ] Refused,Some college or trade school,Hispanic,Female,Hispanic,Approve,Rep.,oppose,oppose,Unfavorable,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,Major Suburbs,40 to 64,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.5883,1.7333,1.4421,1.7632
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Minor City,18 to 39,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.8392,1.2181,0.7683,1.2329
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,oppose,Don't know,Favorable,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9177,0.7704,0.3205,0.7709
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Rio Grande/South,18 to 39,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.3986,1.0356,1.8866,1.1981
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9102,1.2008,0.6575,1.2026
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Lib./Don't know,oppose,oppose,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,Major Suburbs,65 and older,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.7175,1.7504,1.3235,1.7466
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Rio Grande/South,40 to 64,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.9126,1.3775,1.1204,1.3792
Dem,35 to 49,Bachelors' degree,White,Male,White,Approve,Lib./Don't know,support,support,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rio Grande/South,40 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.8007,0.6404,0.3322,0.6526
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Democrat,Nonwhite,Major Suburbs,18 to 39,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.9181,1.1147,0.6136,1.0987
Und,18 to 34,Graduate or Professional Degree,White,Female,Black,Don't know,Lib./Don't know,support,support,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Major City,18 to 39,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9589,0.8694,0.4273,0.8663
Rep,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Rural,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.8954,0.6601,0.2903,0.6624
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Rio Grande/South,40 to 64,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.7386,0.9971,0.5892,1.0289
Und,18 to 34,Bachelors' degree,Hispanic,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dem.,support,support,Unfavorable,Don't know,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,Rio Grande/South,18 to 39,4-year College Grad.,Hispanic,50 to 85 percent,Landline,0.8889,0.6447,0.9266,0.7904,0.956
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.9805,0.7419,0.2282,0.7385
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9885,1.1311,0.5221,1.126
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dem.,Don't know,support,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Minor City,18 to 39,4-year College Grad.,White,Less than 50 percent,Cell,1,0.3423,0.7832,1.0693,0.9356
Und,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Lib./Don't know,oppose,oppose,Favorable,Rep.,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major City,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9808,0.8813,0.3077,0.8772
Rep,65 and older,High school,White,Female,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",Minor City,65 and older,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.5139,1.2678,1.1938,1.3946
Rep,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,Major City,40 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9878,0.8759,0.2785,0.8719
Rep,35 to 49,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,Minor City,40 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,0.7778,0.2134,1.127,2.9952,1.1572
Rep,65 and older,High school,White,Female,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rio Grande/South,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9632,1.0833,0.7113,1.0791
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",Major City,40 to 64,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.8786,0.7654,0.3621,0.7699
Dem,35 to 49,Bachelors' degree,White,Male,Hispanic,Disapp.,Lib./Don't know,support,support,Favorable,Don't know,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,Major Suburbs,18 to 39,4-year College Grad.,White,Less than 50 percent,Cell,1,0.3096,0.7918,1.261,0.8788
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Major Suburbs,18 to 39,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9859,0.7159,0.3493,0.7126
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9895,1.2352,0.5853,1.2297
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Rep.,support,support,Favorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Major City,40 to 64,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9857,0.7797,0.2791,0.7761
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rio Grande/South,65 and older,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.9825,0.7062,0.2994,0.7029
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,support,Don't know,Rep.,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",Minor City,40 to 64,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.5708,0.7241,0.4862,0.739
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Rep.,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,[DO NOT READ] Refused,Nonwhite,Rio Grande/South,65 and older,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.6359,1.4979,1.5204,1.5113
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Rural,18 to 39,4-year College Grad.,White,50 to 85 percent,Cell,1,0.5134,0.7393,0.6531,0.8134
Rep,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9899,1.2352,0.5851,1.2297
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Don't know,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Democrat,Nonwhite,Minor City,40 to 64,Postgraduate Degree,White,Less than 50 percent,Landline,0.6667,0.2987,0.7231,1.0516,0.5249
Dem,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Major Suburbs,40 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.5173,0.7484,0.505,0.8222
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9723,0.7419,0.2301,0.7387
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Major Suburbs,18 to 39,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.5512,1.2314,1.2479,1.2618
Rep,35 to 49,Bachelors' degree,White,Male,Other,Don't know,Rep.,oppose,oppose,Unfavorable,Rep.,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Major Suburbs,40 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9147,0.7212,0.2528,0.7219
Und,18 to 34,Grade school,White,Male,Hispanic,Approve,Rep.,oppose,oppose,Don't know,Rep.,Don't know,18 to 29,High School Grad. or Less,Republican,Female,Very likely,or as a member of another political party,Nonwhite,Minor City,18 to 39,No 4-year College Degree,White,Less than 50 percent,Cell,0.5556,0.4532,1.3283,1.8074,1.147
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",Rio Grande/South,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9835,0.6096,0.3036,0.6068
Und,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,support,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Major Suburbs,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.9897,0.7419,0.2261,0.736
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Major City,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.9805,0.8251,0.242,0.8167
Und,35 to 49,Bachelors' degree,White,Male,Black,Disapp.,Dem.,support,support,Don't know,Dem.,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Democrat,Nonwhite,Major City,18 to 39,4-year College Grad.,White,85 percent or higher,Landline,1,0.8882,0.8498,0.3644,0.8536
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Major Suburbs,18 to 39,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.1914,1.8003,7.661,2.4532
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Major City,18 to 39,4-year College Grad.,White,85 percent or higher,Cell,1,0.9653,0.8888,0.3746,0.878
Rep,35 to 49,Some college or trade school,Asian,Female,Asian,Disapp.,Lib./Don't know,oppose,oppose,Don't know,Rep.,Don't know,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,Nonwhite,Major Suburbs,18 to 39,No 4-year College Degree,Other Non-White,Less than 50 percent,Landline,1,0.347,1.3799,3.772,1.5048
Rep,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Female,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.3792,1.1145,1.2697,1.3027
Dem,65 and older,Some college or trade school,Asian,Female,Asian,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,Major Suburbs,65 and older,No 4-year College Degree,Other Non-White,85 percent or higher,Cell,1,0.8702,1.2693,0.9971,1.2518
