response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Aurora,85 percent or higher,Cell,1,0.9132,0.908,0.8601,0.9362,2018-09-14 00:57:54
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Don't know,Don't know,Oppose,disagree,Dems. take House,Don't know,Unfavorable,Don't know,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Adams,Less than 50 percent,Cell,0.1111,0.3909,0.2992,0.7409,0.1168,2018-09-14 00:58:03
Rep,18 to 34,Bachelors' degree,White,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,18 to 34,White,Aurora,Less than 50 percent,Cell,1,0.2569,0.4901,1.4041,0.6424,2018-09-14 01:02:30
Dem,18 to 34,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9638,0.5766,0.5215,0.5915,2018-09-14 01:06:15
Und,18 to 34,Some college or trade school,White,Male,Black,Don't know,disagree,Disapp.,Don't know,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Aurora,85 percent or higher,Cell,1,0.891,0.5156,0.5772,0.5332,2018-09-14 01:07:09
Und,65 and older,Some college or trade school,White,Female,White,Don't know,agree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Adams,85 percent or higher,Cell,1,0.9752,0.6467,0.4922,0.6631,2018-09-14 01:07:27
Und,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Aurora,50 to 85 percent,Cell,1,0.5798,1.2068,1.2947,1.3368,2018-09-14 01:14:30
Rep,65 and older,Some college or trade school,White,Female,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Aurora,85 percent or higher,Landline,1,0.9114,1.1015,0.8434,1.136,2018-09-14 01:20:16
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Adams,85 percent or higher,Cell,1,0.9665,0.3437,0.3232,0.3526,2018-09-14 01:21:10
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,oppose,Oppose,agree,Don't know,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Hispanic,Aurora,85 percent or higher,Cell,1,0.9926,1.2451,0.668,1.2769,2018-09-14 01:28:40
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Aurora,85 percent or higher,Landline,1,0.9897,0.9997,0.7016,1.0249,2018-09-14 01:33:12
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Unknown,Adams,85 percent or higher,Landline,1,0.9937,0.6905,0.5052,0.7082,2018-09-14 01:34:15
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9646,1.0367,0.7041,1.0635,2018-09-14 01:36:12
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9946,0.9183,0.6454,0.9398,2018-09-14 01:38:37
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,White,Aurora,50 to 85 percent,Landline,1,0.846,1.4369,1.2169,1.4962,2018-09-14 01:56:39
Rep,35 to 49,High school,Hispanic,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Hispanic,Adams,85 percent or higher,Landline,0.5556,0.8923,1.0646,0.7737,0.9544,2018-09-14 01:56:39
Dem,50 to 64,High school,Unknown,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Unknown,Aurora,85 percent or higher,Landline,1,0.9923,1.7067,1.4782,1.7502,2018-09-14 02:01:11
Rep,65 and older,Bachelors' degree,White,Female,White,Support,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9938,1.0381,0.5954,1.0647,2018-09-14 02:16:35
Rep,50 to 64,High school,White,Female,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Adams,85 percent or higher,Landline,1,0.9919,0.965,0.7713,0.9896,2018-09-14 02:23:20
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9144,0.9767,0.6529,1.0069,2018-09-14 02:31:17
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,Unknown,Rest of Araphahoe,85 percent or higher,Landline,1,0.9163,1.0428,0.9097,1.0748,2018-09-14 02:33:25
Und,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Aurora,Less than 50 percent,Cell,0,0.4684,0.4918,0.832,0.1481,2018-09-14 02:33:52
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9982,0.8621,0.6183,0.8841,2018-09-14 02:36:25
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Adams,50 to 85 percent,Cell,1,0.5721,0.7683,0.9279,0.8532,2018-09-14 02:47:52
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9696,0.8017,0.6207,0.8222,2018-09-14 02:48:01
Dem,65 and older,High school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Adams,85 percent or higher,Cell,1,0.9827,0.7001,0.7069,0.7177,2018-09-14 02:49:22
Dem,65 and older,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Aurora,85 percent or higher,Cell,1,0.9934,1.1053,0.8359,1.1336,2018-09-14 02:56:43
Und,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,Less than 50 percent,Cell,0.7778,0.378,0.9618,1.5581,0.9627,2018-09-14 02:58:13
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Adams,85 percent or higher,Cell,1,0.9787,0.5184,0.4297,0.5283,2018-09-14 03:00:10
Dem,50 to 64,Some college or trade school,White,Male,Black,Don't know,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,50 to 64,White,Aurora,85 percent or higher,Cell,1,0.9517,0.9017,0.8357,0.9258,2018-09-14 03:00:19
Rep,18 to 34,Bachelors' degree,White,Female,White,Oppose,agree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Don't know,disagree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Aurora,85 percent or higher,Cell,1,0.8575,0.6481,0.5616,0.6735,2018-09-14 03:02:18
Dem,65 and older,High school,Other,Female,Black,Support,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Other Non-White,Aurora,50 to 85 percent,Landline,0.7778,0.8151,2.3441,2.1368,2.3849,2018-09-14 03:02:55
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9964,0.9063,0.5568,0.93,2018-09-14 03:04:51
Und,18 to 34,Some college or trade school,White,Male,White,Don't know,disagree,Don't know,oppose,Oppose,disagree,Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Not very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,18 to 34,White,Rest of Araphahoe,50 to 85 percent,Cell,0.4444,0.5916,0.7004,0.9668,0.4245,2018-09-14 03:08:09
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9971,0.9051,0.6387,0.9275,2018-09-14 03:08:54
Dem,65 and older,Some college or trade school,Unknown,Male,White,Support,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Rest of Araphahoe,50 to 85 percent,Cell,1,0.729,1.3518,1.2183,1.3874,2018-09-14 03:14:45
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9964,0.976,0.6385,1.0015,2018-09-14 03:29:07
Und,65 and older,High school,White,Female,White,Don't know,Don't know,Disapp.,Don't know,Don't know,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Douglas,Less than 50 percent,Landline,0.4444,0.4706,2.3234,3.5641,1.5667,2018-09-14 03:30:19
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Landline,1,0.9605,1.609,1.153,1.6509,2018-09-14 03:32:51
Dem,18 to 34,Bachelors' degree,Hispanic,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Hispanic,Adams,50 to 85 percent,Cell,1,0.7871,0.58,0.4237,0.6103,2018-09-14 21:41:04
Rep,35 to 49,High school,White,Male,White,Oppose,agree,Approve,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Aurora,50 to 85 percent,Cell,1,0.7508,1.5556,1.6796,1.6489,2018-09-14 21:46:01
Und,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.5065,1.1994,1.4789,1.2786,2018-09-14 21:48:23
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Aurora,85 percent or higher,Cell,1,0.9147,0.6481,0.5265,0.6681,2018-09-14 21:52:53
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Favorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9922,0.939,0.6656,0.96,2018-09-14 21:58:44
Rep,18 to 34,High school,Asian,Female,Asian,Don't know,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Republican,Female,Somewhat likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,18 to 34,Other Non-White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.8324,1.575,1.2802,1.5121,2018-09-14 22:06:08
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Douglas,50 to 85 percent,Cell,1,0.5543,1.1961,1.6018,1.3359,2018-09-14 22:12:35
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Unfavorable,agree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Aurora,Less than 50 percent,Cell,0.7778,0.4583,0.5836,1.0794,0.4828,2018-09-14 22:21:11
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Hispanic,Rest of Araphahoe,85 percent or higher,Cell,1,0.9963,1.2559,0.745,1.2886,2018-09-14 22:24:20
Rep,18 to 34,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9642,0.6327,0.4577,0.6491,2018-09-14 22:24:29
