response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedd,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,18 to 44,Postgraduate Degree,Non-White,Pima,Less than 50 percent,Cell,1,0.3605,0.9615,1.6991,1.1558,2018-09-30 22:36:54
Rep,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,support,Disapp.,Support,Don't know,Reps. keep House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,White,Pima,Less than 50 percent,Landline,1,0.4821,1.6188,2.6997,1.8344,2018-09-30 22:40:53
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9087,1.0059,0.6547,1.0254,2018-09-30 22:42:54
Rep,50 to 64,Some college or trade school,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Unknown,Pima,85 percent or higher,Landline,1,0.9853,1.0201,0.7682,1.0333,2018-09-30 22:53:33
Dem,65 and older,Some college or trade school,White,Male,White,support,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9966,1.1951,0.8033,1.2117,2018-09-30 22:57:43
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.7612,1.0647,0.8545,1.0762,2018-09-30 23:00:34
Und,18 to 34,High school,White,Male,Hispanic,Don't know,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 44,No 4-year College Degree,White,Pima,Less than 50 percent,Cell,0.4444,0.3396,1.2664,2.8034,0.7968,2018-09-30 23:02:31
Dem,18 to 34,Some college or trade school,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,30 to 44,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,Unknown,Pima,Less than 50 percent,Landline,0.6667,0.217,1.2765,4.7753,0.7405,2018-09-30 23:07:02
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 44,4-year College Grad.,Non-White,Pima,50 to 85 percent,Landline,1,0.6823,1.1593,0.9183,1.2332,2018-09-30 23:25:08
Dem,65 and older,Graduate or Professional Degree,White,Female,White,support,Disapp.,Check,support,Don't know,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,50 to 85 percent,Landline,0.6667,0.8387,0.8867,0.7305,0.8459,2018-09-30 23:33:02
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,50 to 85 percent,Cell,1,0.8488,0.7271,0.5124,0.7477,2018-09-30 23:45:20
Und,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Support,support,Reps. keep House,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,Pima,50 to 85 percent,Landline,0.8889,0.7029,0.7851,0.6814,0.7793,2018-09-30 23:49:20
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,85 percent or higher,Landline,1,0.9959,1.0158,0.585,1.0297,2018-09-30 23:52:11
Und,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9472,1.0902,0.748,1.1065,2018-09-30 23:56:05
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.8513,0.9558,0.6874,0.9825,2018-10-01 00:07:54
Rep,65 and older,High school,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9922,1.2557,0.8464,1.2723,2018-10-01 00:14:48
Rep,50 to 64,Bachelors' degree,White,Male,Other,oppose,Disapp.,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,45 to 64,4-year College Grad.,White,Cochise,50 to 85 percent,Cell,1,0.7082,0.8739,0.9653,0.8883,2018-10-01 00:28:25
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9739,0.7931,0.5235,0.8035,2018-10-01 00:30:49
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Non-White,Cochise,85 percent or higher,Cell,1,0.8561,1.0261,0.9501,1.0539,2018-10-01 00:31:52
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,Pima,85 percent or higher,Landline,0,0.9974,0.6394,0.4067,0.6413,2018-10-01 00:32:13
Dem,18 to 34,Bachelors' degree,White,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 44,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9945,0.8349,0.4494,0.8462,2018-10-01 01:12:16
Und,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,oppose,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Male,Not at all likely,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,Non-White,Pima,Less than 50 percent,Cell,0,0.1376,1.5304,7.0517,0.3262,2018-10-01 01:14:04
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,85 percent or higher,Cell,1,0.9891,0.8987,0.7034,0.9104,2018-10-01 01:32:12
Dem,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Cochise,85 percent or higher,Cell,1,0.9913,0.5721,0.4825,0.5796,2018-10-01 01:33:51
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Cochise,85 percent or higher,Landline,1,0.9896,0.6163,0.4925,0.6243,2018-10-01 01:39:15
Dem,65 and older,Graduate or Professional Degree,White,Male,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,45 to 64,Postgraduate Degree,White,Cochise,85 percent or higher,Landline,1,0.993,0.4929,0.3588,0.4981,2018-10-01 01:43:45
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9942,0.7931,0.5127,0.8038,2018-10-01 01:49:12
Und,[DO NOT READ] Refused,Some college or trade school,Hispanic,Female,White,oppose,Disapp.,Check,Don't know,Don't know,Favorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,Pima,50 to 85 percent,Landline,1,0.85,1.7435,1.3852,1.7925,2018-10-01 01:55:57
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.8033,1.0647,0.8096,1.1036,2018-10-01 01:58:21
Und,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.8649,0.884,0.6141,0.9068,2018-10-01 02:00:27
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,agree,18 to 29,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Landline,1,0.5378,1.243,1.4674,1.3795,2018-10-01 02:01:39
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,0.6667,0.585,1.0982,1.2621,1.0985,2018-10-01 20:40:00
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,18 to 44,4-year College Grad.,Non-White,Pima,Less than 50 percent,Cell,1,0.4144,1.5247,2.36,1.7807,2018-10-01 21:07:20
Rep,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,4-year College Grad.,White,Pima,85 percent or higher,Landline,1,0.9947,1.1027,0.6758,1.1176,2018-10-01 23:11:52
Dem,65 and older,Some college or trade school,White,Male,White,support,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.733,1.3361,1.3126,1.4047,2018-10-02 00:44:29
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,disagree,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,85 percent or higher,Landline,1,0.9601,1.0237,0.6873,1.0284,2018-10-02 00:52:00
Dem,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9099,0.9632,0.7286,0.9817,2018-10-02 00:58:54
Rep,35 to 49,Bachelors' degree,White,Male,Other,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 44,4-year College Grad.,White,Pima,50 to 85 percent,Landline,1,0.8086,1.0134,0.7667,1.0493,2018-10-02 01:17:04
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,disagree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.7618,1.1539,1.0167,1.2057,2018-10-02 01:17:58
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9938,0.6392,0.4247,0.6478,2018-10-02 01:32:31
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,50 to 85 percent,Landline,1,0.6079,1.2346,1.6966,1.3398,2018-10-02 02:03:22
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,Unknown,Cochise,85 percent or higher,Landline,1,0.9316,0.7625,0.604,0.7752,2018-10-02 02:03:31
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9968,1.1951,0.8032,1.2098,2018-10-02 02:04:07
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Don't know,Approve,Don't know,oppose,Reps. keep House,Unfavorable,Unfavorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,45 to 64,No 4-year College Degree,Non-White,Pima,50 to 85 percent,Landline,1,0.615,1.4407,1.5395,1.5603,2018-10-02 02:07:07
Und,50 to 64,Some college or trade school,White,Female,Hispanic,Don't know,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9288,1.0043,0.661,1.0212,2018-10-02 02:11:55
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.6803,1.0056,0.8046,1.0702,2018-10-02 02:15:04
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,Pima,50 to 85 percent,Cell,1,0.5982,0.7851,0.8007,0.8545,2018-10-02 02:26:37
