response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Maybe Trump,White,Less educ. Trump,85 percent or higher,Cell,1,0.8861,1.0755,0.8591,1.12,2018-09-10 20:21:12
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Cell,0.8889,0.9362,0.8471,0.7246,0.8588,2018-09-10 20:19:51
Und,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Favorable,disagree,no,disagree,disagree,18 to 29,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Probably Clinton,White,Less-educ. Clinton,Less than 50 percent,Cell,0.8889,0.4051,0.989,1.8996,1.0431,2018-09-10 20:29:27
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Less educ. Trump,85 percent or higher,Cell,1,0.9274,1.3905,1.1392,1.4403,2018-09-10 20:30:48
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,0.8889,0.7008,1.1241,1.2678,1.1366,2018-09-10 20:20:09
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,agree,no,agree,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Well-educ. Trump,85 percent or higher,Landline,1,0.991,0.478,0.3729,0.4933,2018-09-10 20:24:30
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,support,agree,Reps. keep House,Don't know,Favorable,agree,no,disagree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Maybe Trump,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.8776,1.1746,1.0666,1.2247,2018-09-10 20:31:06
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,18 to 34,Maybe Trump,White,Less educ. Trump,50 to 85 percent,Cell,0.7778,0.808,1.0144,0.8445,0.9248,2018-09-10 20:23:36
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9425,0.8672,0.8128,0.8968,2018-09-10 20:30:12
Und,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,oppose,Don't know,Don't know,Don't know,Don't know,Don't know,no,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,Maybe Trump,White,Well-educ. Clinton,50 to 85 percent,Cell,0.7778,0.7544,1.7525,1.6373,1.7265,2018-09-10 20:19:51
Und,35 to 49,Bachelors' degree,White,Female,Other,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,yes,agree,agree,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,0.1111,0.6434,1.2102,1.4576,0.5031,2018-09-10 20:17:18
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,Don't know,disagree,disagree,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,Probably Trump,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.6961,1.1581,1.3916,1.2007,2018-09-10 20:30:03
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.8628,1.0421,0.847,1.089,2018-09-10 20:19:33
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9869,0.6573,0.5386,0.6781,2018-09-10 20:21:21
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Maybe Trump,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9791,1.4104,1.2557,1.4466,2018-09-10 20:29:36
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,Don't know,Reps. keep House,Don't know,Favorable,agree,yes,agree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Less educ. Trump,85 percent or higher,Cell,0.8889,0.9036,1.3817,1.1133,1.4236,2018-09-10 20:29:54
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,disagree,yes,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Most Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,0.7778,0.955,0.6892,0.6091,0.675,2018-09-10 20:23:36
Rep,65 and older,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Probably Trump,White,Less educ. Trump,85 percent or higher,Cell,1,0.9877,0.9912,0.8251,1.0226,2018-09-10 20:23:45
Rep,65 and older,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Maybe Trump,White,Less educ. Trump,50 to 85 percent,Cell,1,0.7775,0.9805,1.0208,1.0402,2018-09-10 20:28:06
Dem,65 and older,High school,Hispanic,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,Don't know,no,disagree,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Most Clinton,Non-White,Less-educ. Clinton,85 percent or higher,Landline,1,0.8865,0.7698,0.7669,0.7864,2018-09-10 20:27:48
Und,18 to 34,Some college or trade school,Unknown,Female,White,Disapp.,support,disagree,Don't know,Don't know,Don't know,disagree,yes,disagree,agree,18 to 29,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Probably Clinton,Unknown,Well-educ. Clinton,50 to 85 percent,Cell,0.2222,0.7749,0.6811,0.6747,0.3707,2018-09-10 20:21:57
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Don't know,oppose,disagree,Dems. take House,Favorable,Favorable,agree,no,Don't know,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Most Clinton,Non-White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.7632,1.0597,1.2709,1.0907,2018-09-10 20:29:18
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Probably Trump,White,Less educ. Trump,85 percent or higher,Cell,1,0.9403,1.0048,0.7437,1.0394,2018-09-10 20:24:21
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Less educ. Trump,85 percent or higher,Cell,1,0.8712,0.5882,0.5068,0.6139,2018-09-10 20:17:45
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,yes,disagree,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.8667,1.2992,1.0009,1.3569,2018-09-10 20:24:30
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9691,1.404,1.0827,1.4489,2018-09-10 20:17:54
Rep,65 and older,High school,Hispanic,Male,Hispanic,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Republican,Nonwhite,Nonwhite,65 and older,Maybe Trump,Non-White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9357,1.4027,1.26,1.4516,2018-09-10 20:26:54
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,yes,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Most Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,0,0.9458,0.9606,0.7592,0.6849,2018-09-10 20:19:06
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,agree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Clinton,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.9668,0.993,0.8678,1.0249,2018-09-10 20:31:24
Dem,50 to 64,Graduate or Professional Degree,White,Female,Other,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.8896,0.9695,0.8955,1.0091,2018-09-10 20:28:15
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,Don't know,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9932,1.7505,1.2539,1.8017,2018-09-10 20:20:00
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9934,0.7051,0.5575,0.7277,2018-09-10 20:29:27
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,Maybe Trump,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.9972,0.8557,0.5848,0.8825,2018-09-10 20:22:24
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,support,agree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9968,0.5686,0.4267,0.5863,2018-09-10 20:25:24
Und,50 to 64,Some college or trade school,White,Male,White,Disapp.,support,disagree,Don't know,Favorable,Favorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Republican,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Less educ. Trump,50 to 85 percent,Landline,0.4444,0.8022,1.2676,1.3731,0.9277,2018-09-10 20:27:21
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Probably Trump,White,Less educ. Trump,85 percent or higher,Landline,1,0.9938,1.0048,0.7037,1.0371,2018-09-10 20:25:24
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Maybe Trump,Unknown,Less educ. Trump,85 percent or higher,Landline,1,0.959,0.8957,0.6044,0.92490000000000006,2018-09-10 20:18:21
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Favorable,agree,yes,agree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Less educ. Trump,85 percent or higher,Landline,1,0.9722,0.728,0.6597,0.7512,2018-09-10 20:29:09
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,agree,no,agree,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Maybe Trump,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9953,0.8287,0.5911,0.8555,2018-09-10 20:18:48
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,support,disagree,Don't know,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,65 and older,Probably Clinton,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.9713,0.5872,0.4341,0.6059,2018-09-10 20:28:33
Dem,50 to 64,High school,Unknown,Female,Black,Don't know,oppose,disagree,Don't know,Don't know,Favorable,agree,no,disagree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Most Clinton,Unknown,Less-educ. Clinton,Less than 50 percent,Cell,1,0.2805,1.3047,4.2218,1.5248,2018-09-10 20:31:33
Dem,50 to 64,Some college or trade school,Other,Female,Other,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,no,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,50 to 64,Most Clinton,Non-White,Less-educ. Clinton,50 to 85 percent,Cell,0.4444,0.8372,0.7066,0.7281,0.4812,2018-09-10 20:24:39
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,18 to 29,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Maybe Trump,Unknown,Less educ. Trump,50 to 85 percent,Cell,0.8889,0.6292,0.6776,0.6956,0.6887,2018-09-10 20:28:51
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,disagree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,Most Clinton,Unknown,Less-educ. Clinton,50 to 85 percent,Cell,1,0.5704,0.3595,0.4263,0.4019,2018-09-10 20:28:06
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9206,1.2087,1.0272,1.253,2018-09-10 20:28:06
