response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Unknown,"Omaha, Clinton",Less than 50 percent,Cell,1,0.3725,0.6977,1.4013,0.8385,2018-09-26 23:26:27
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Favorable,Oppose,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Sarpy,Less than 50 percent,Cell,1,0.4503,0.6044,0.8103,0.6505,2018-09-26 23:29:27
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,Rest of Douglas,50 to 85 percent,Cell,0.6667,0.7958,1.0845,0.8245,0.9414,2018-09-26 23:30:21
Dem,50 to 64,Some college or trade school,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9967,0.8561,0.4773,0.8738,2018-09-26 23:30:57
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown,"Omaha, Clinton",85 percent or higher,Cell,1,0.9172,0.8373,0.6662,0.8453,2018-09-26 23:33:11
Dem,65 and older,High school,White,Female,Other,Don't know,Don't know,Don't know,Dems. take House,Don't know,No,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,"Omaha, Trump",85 percent or higher,Landline,1,0.937,1.1352,0.8983,1.161,2018-09-26 23:33:56
Dem,50 to 64,High school,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Unknown,"Omaha, Clinton",Less than 50 percent,Cell,0.7778,0.4408,1.0019,1.8544,0.9872,2018-09-26 23:34:59
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Clinton",Less than 50 percent,Cell,0.6667,0.3977,0.7639,1.4022,0.5797,2018-09-26 23:36:20
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,"Omaha, Trump",85 percent or higher,Landline,1,0.9922,0.7678,0.4185,0.7808,2018-09-26 23:39:20
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Oppose,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown,Sarpy,85 percent or higher,Cell,1,0.9535,0.5385,0.2922,0.5498,2018-09-26 23:41:17
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9502,0.8824,0.5487,0.9013,2018-09-26 23:48:11
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9881,0.8591,0.4736,0.8725,2018-09-26 23:56:17
Und,50 to 64,Some college or trade school,Unknown,Male,White,Support,support,Don't know,Reps. keep House,Unfavorable,Yes,Unfavorable,Oppose,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,"Omaha, Clinton",85 percent or higher,Cell,0.8889,0.8805,0.884,0.569,0.8818,2018-09-27 00:01:40
Und,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest of Douglas,85 percent or higher,Landline,1,0.9927,1.1394,0.6416,1.1621,2018-09-27 00:09:01
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Dems. take House,Unfavorable,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.8218,0.8061,0.4464,0.8163,2018-09-27 00:12:21
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,support,Disapp.,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Sarpy,85 percent or higher,Landline,1,0.8773,0.9586,0.64,0.9879,2018-09-27 00:13:49
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Sarpy,85 percent or higher,Cell,1,0.99,0.7029,0.3741,0.7168,2018-09-27 00:14:34
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9046,0.9316,0.5234,0.9405,2018-09-27 00:17:20
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Male,[DO NOT READ] Don't know/Refused,Oppose,support,Approve,Don't know,Don't know,Don't know,Favorable,Oppose,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Non-White,"Omaha, Trump",85 percent or higher,Landline,1,0.9961,0.995,0.5252,1.0154,2018-09-27 00:19:35
Rep,65 and older,High school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,"Omaha, Clinton",50 to 85 percent,Cell,1,0.5323,1.0517,1.4515,1.1771,2018-09-27 00:26:02
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Sarpy,50 to 85 percent,Cell,1,0.7019,0.6645,0.5328,0.7082,2018-09-27 00:27:14
Und,50 to 64,Bachelors' degree,Unknown,Female,White,Oppose,support,Approve,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,"Omaha, Clinton",50 to 85 percent,Cell,1,0.6978,0.8486,0.5759,0.8694,2018-09-27 00:27:50
Dem,50 to 64,Some college or trade school,White,Male,Black,Support,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,White,Rest of Douglas,85 percent or higher,Cell,1,0.9025,1.0317,0.6416,1.0415,2018-09-27 00:29:02
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest of Douglas,Less than 50 percent,Cell,1,0.3704,1.091,1.9715,1.3127,2018-09-27 00:31:56
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Don't know,Favorable,No,Unfavorable,Support,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.662,1.1147,0.8935,1.1998,2018-09-27 00:32:50
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest of Douglas,50 to 85 percent,Cell,1,0.84,1.1781,0.9077,1.2212,2018-09-27 00:39:17
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,Don't know,Disapp.,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",Less than 50 percent,Cell,0,0.1708,1.1157,3.9276,0.2459,2018-09-27 00:43:11
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9248,1.043,0.5629,1.0681,2018-09-27 00:45:35
Dem,65 and older,High school,White,Female,Hispanic,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9942,1.1352,0.8466,1.1581,2018-09-27 00:48:41
Rep,50 to 64,Grade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Support,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,"Omaha, Clinton",85 percent or higher,Landline,1,0.9813,1.2421,1.0718,1.2664,2018-09-27 00:51:50
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,support,Disapp.,Don't know,Don't know,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Sarpy,85 percent or higher,Cell,1,0.9642,0.7986,0.4668,0.8148,2018-09-27 00:52:17
Rep,18 to 34,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,Don't know,Yes,Favorable,Don't know,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest of Douglas,50 to 85 percent,Cell,0.4444,0.618,1.1999,1.0594,0.8665,2018-09-27 00:53:11
Dem,50 to 64,Bachelors' degree,Black,Female,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Non-White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9959,1.1353,0.5966,1.1586,2018-09-27 00:53:20
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest of Douglas,Less than 50 percent,Cell,1,0.3122,1.1223,2.5843,1.4009,2018-09-27 00:54:32
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,"Omaha, Trump",85 percent or higher,Landline,1,0.9885,0.9217,0.6286,0.9363,2018-09-27 00:57:05
Dem,65 and older,High school,Hispanic,Male,Hispanic,Don't know,oppose,Disapp.,Don't know,Favorable,No,Unfavorable,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,"Omaha, Clinton",50 to 85 percent,Landline,1,0.6077,1.5979,2.0411,1.6591,2018-09-27 01:01:15
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.994,0.9681,0.5422,0.9876,2018-09-27 01:02:36
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9814,0.9371,0.5324,0.9554,2018-09-27 01:06:21
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9841,1.1185,0.7198,1.1404,2018-09-27 01:11:27
Rep,18 to 34,Some college or trade school,White,Male,White,Support,support,Approve,Don't know,Don't know,No,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,18 to 34,White,Sarpy,Less than 50 percent,Cell,1,0.1818,0.9078,3.7605,1.2827,2018-09-27 01:22:28
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9354,0.8257,0.5007,0.8339,2018-09-27 01:29:22
Rep,18 to 34,Bachelors' degree,White,Male,Hispanic,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Sarpy,50 to 85 percent,Cell,1,0.7708,1.0805,0.9153,1.1345,2018-09-27 01:34:36
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9963,0.9316,0.4752,0.9508,2018-09-27 01:37:27
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,support,Don't know,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9708,0.8141,0.533,0.8303,2018-09-27 01:42:51
Rep,18 to 34,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Trump",Less than 50 percent,Cell,1,0.2127,1.0081,4.022,1.2204,2018-09-27 01:46:36
Und,[DO NOT READ] Refused,Some college or trade school,Unknown,Female,White,Support,support,Don't know,Don't know,Unfavorable,No,Don't know,Oppose,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,"Omaha, Clinton",85 percent or higher,Cell,1,0.9904,0.6736,0.4026,0.687,2018-09-27 01:51:19
Dem,35 to 49,Bachelors' degree,White,Male,White,Support,support,Disapp.,Reps. keep House,Favorable,No,Don't know,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Sarpy,85 percent or higher,Cell,1,0.959,0.9794,0.538,0.9996,2018-09-27 01:54:19
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest of Douglas,50 to 85 percent,Cell,1,0.8334,1.294,0.83,1.3429,2018-09-27 02:08:36
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Sarpy,85 percent or higher,Cell,1,0.9869,0.7986,0.456,0.8143,2018-09-27 02:09:12
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Sarpy,85 percent or higher,Cell,1,0.9832,0.9794,0.5247,0.9985,2018-09-27 02:10:51
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9934,0.7287,0.3376,0.7434,2018-09-27 02:14:36
Dem,35 to 49,Bachelors' degree,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Unfavorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,"Omaha, Clinton",Less than 50 percent,Cell,0.3333,0.1535,0.8684,3.1729,0.2744,2018-09-27 02:29:57
