response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,Other,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9848,1.138,0.6492,1.1387,2018-09-22 20:18:58
Und,65 and older,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9889,1.1019,0.6335,1.1027,2018-09-22 20:22:07
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Don't know,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9932,0.6777,0.3847,0.6785,2018-09-22 20:28:52
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9917,0.7828,0.6054,0.7811,2018-09-23 19:23:06
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9823,0.5841,0.3418,0.5845,2018-09-23 19:24:18
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Orange,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,0.8889,0.9701,0.6253,0.3503,0.6236,2018-09-23 19:35:43
Und,35 to 49,Some college or trade school,Unknown,Female,White,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",San Diego,35 to 49,No 4-year College Degree,Unknown,50 to 85 percent,Cell,1,0.7745,2.0423,2.1852,2.1029,2018-09-23 19:39:28
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Don't know,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Don't know,Oppose,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Not at all likely,Democrat,Nonwhite,Orange,18 to 34,Postgraduate Degree,Hispanic,Less than 50 percent,Cell,0,0.2595,0.4827,1.055,0.1134,2018-09-23 19:55:35
Und,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Favorable,Don't know,Don't know,Don't know,Support,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9652,1.0195,0.5813,1.0208,2018-09-23 20:09:39
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,San Diego,35 to 49,4-year College Grad.,White,Less than 50 percent,Cell,1,0.2029,2.5135,7.7756,3.396,2018-09-23 20:17:07
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9628,0.924,0.6097,0.9252,2018-09-23 21:02:57
Und,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9536,1.179,0.691,1.1695,2018-09-23 21:22:36
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9768,1.5382,2.3901,1.5392,2018-09-23 21:35:16
Rep,50 to 64,Bachelors' degree,White,Female,Other,support,Approve,Reps. keep House,Unfavorable,Don't know,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.983,1.2325,0.6893,1.2332,2018-09-23 21:43:31
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,Other,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Very likely,[DO NOT READ] Refused,Nonwhite,San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9577,0.7654,0.5005,0.7595,2018-09-23 21:45:10
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.9815,0.8724,0.6285,0.8729,2018-09-23 21:51:14
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9805,0.4832,0.2836,0.4835,2018-09-23 22:03:25
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,San Diego,65 and older,[DO NOT READ] Don't know/Refused,Unknown,85 percent or higher,Cell,1,0.9666,1.1511,1.2838,1.1524,2018-09-23 22:03:34
Rep,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,or as a member of another political party,Nonwhite,San Diego,50 to 64,Postgraduate Degree,Other Non-White,Less than 50 percent,Cell,0.4444,0.4046,1.0562,1.6325,0.8576,2018-09-23 22:16:43
Rep,65 and older,Bachelors' degree,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Support,Don't know,Support,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,Unknown,85 percent or higher,Landline,0.8889,0.9064,1.5451,1.3691,1.515,2018-09-23 22:22:53
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,50 to 85 percent,Cell,1,0.8065,1.0657,0.9554,1.0601,2018-09-23 22:26:46
Rep,65 and older,Bachelors' degree,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.944,1.8652,1.6099,1.8708,2018-09-23 22:42:40
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,San Diego,50 to 64,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.7003,0.9659,0.6525,1.0107,2018-09-23 22:47:46
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9801,1.2797,0.7838,1.2733,2018-09-23 22:49:34
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,Asian,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,San Diego,35 to 49,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9461,0.811,0.6876,0.8132,2018-09-23 22:52:25
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Don't know,Approve,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,White,50 to 85 percent,Cell,1,0.6578,2.2442,2.1232,2.2686,2018-09-23 22:54:22
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,Unknown,85 percent or higher,Landline,1,0.9839,0.884,0.7654,0.8845,2018-09-23 22:55:22
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,85 percent or higher,Landline,1,0.895,0.8476,0.5665,0.8398,2018-09-23 22:58:16
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.8002,1.471,1.0917,1.464,2018-09-23 23:06:28
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9872,1.0195,0.5683,1.0202,2018-09-23 23:11:34
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,White,85 percent or higher,Cell,1,0.8892,1.2272,0.7673,1.2391,2018-09-23 23:25:14
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9836,0.9753,0.5548,0.9759,2018-09-23 23:35:16
Dem,35 to 49,High school,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,35 to 49,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.3104,1.9804,10.14,2.4289,2018-09-23 23:41:16
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Support,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,35 to 49,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.6707,1.6943,1.2425,1.7857,2018-09-23 23:49:13
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Orange,65 and older,[DO NOT READ] Don't know/Refused,White,85 percent or higher,Cell,1,0.9441,0.9923,0.8013,0.9953,2018-09-23 23:55:22
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,Don't know,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,San Diego,18 to 34,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.8207,0.9768,0.7063,0.9708,2018-09-24 00:00:28
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9825,1.2742,0.7489,1.2749,2018-09-24 00:01:22
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,San Diego,35 to 49,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.8437,1.0576,0.7967,1.0753,2018-09-24 00:04:25
Rep,65 and older,High school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8943,1.2797,2.2256,1.2911,2018-09-24 00:05:19
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.8091,0.7278,0.5578,0.7239,2018-09-24 00:08:46
Und,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Other,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.9596,1.1019,0.6528,1.0936,2018-09-24 00:13:25
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.979,1.2742,0.7516,1.275,2018-09-24 00:19:43
Dem,18 to 34,Some college or trade school,Asian,Female,Black,support,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,San Diego,18 to 34,No 4-year College Degree,Other Non-White,50 to 85 percent,Cell,0.7778,0.7224,0.9012,0.8706,0.8603,2018-09-24 00:19:52
Rep,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Orange,35 to 49,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.7934,1.059,0.8354,1.0864,2018-09-24 00:22:43
Dem,50 to 64,Bachelors' degree,Other,Male,Other,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,San Diego,50 to 64,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.8705,0.9013,0.541,0.9125,2018-09-24 00:23:28
Rep,50 to 64,Graduate or Professional Degree,White,Male,Black,Don't know,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,San Diego,50 to 64,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.8378,0.732,0.5547,0.745,2018-09-24 00:43:01
Rep,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,oppose,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9811,1.1841,0.7013,1.1783,2018-09-24 00:48:20
