response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Reps. keep House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Morris,50 to 85 percent,Cell,1,0.7866,0.6853,0.4476,0.7138,2018-09-21 22:38:09
Rep,18 to 34,Bachelors' degree,Unknown,Female,White,Don't know,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Essex/Union,85 percent or higher,Cell,1,0.8735,0.8491,0.6239,0.8714,2018-09-21 22:38:45
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Essex/Union,85 percent or higher,Cell,1,0.9715,0.7392,0.4264,0.7323,2018-09-21 22:45:48
Und,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Don't know,Don't know,Don't know,Support,Oppose,Support,agree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Essex/Union,50 to 85 percent,Cell,0.8889,0.7673,0.8836,0.5945,0.8764,2018-09-21 22:45:57
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Morris,Less than 50 percent,Landline,0.1111,0.1777,0.7954,2.3525,0.1989,2018-09-21 22:45:57
Rep,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,Support,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Essex/Union,85 percent or higher,Landline,1,0.9034,0.8222,0.4696,0.8402,2018-09-21 22:49:10
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Somerset,85 percent or higher,Landline,1,0.9166,0.8747,0.48,0.8923,2018-09-21 22:50:04
Und,50 to 64,Some college or trade school,White,Male,White,oppose,Approve,Reps. keep House,Don't know,Don't know,Support,Don't know,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Somerset,50 to 85 percent,Cell,1,0.75,0.884,0.489,0.9277,2018-09-21 22:53:58
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,Unknown,Hunterdon/Warren,50 to 85 percent,Cell,0.8889,0.8477,0.8444,0.6204,0.86,2018-09-21 22:57:43
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Morris,50 to 85 percent,Landline,1,0.8239,0.9853,0.6873,1.0193,2018-09-21 22:59:04
Dem,50 to 64,Bachelors' degree,White,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Somerset,Less than 50 percent,Landline,1,0.4781,1.1271,1.1443,1.2816,2018-09-21 22:59:49
Dem,[DO NOT READ] Refused,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Don't know,Oppose,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Somerset,85 percent or higher,Cell,1,0.8812,1.0854,0.7789,1.1126,2018-09-21 23:08:46
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Essex/Union,Less than 50 percent,Landline,1,0.4936,1.3781,1.2531,1.5573,2018-09-21 23:10:34
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.8876,0.804,0.4396,0.8233,2018-09-21 23:12:58
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Somerset,85 percent or higher,Cell,1,0.8745,1.2391,0.716,1.2456,2018-09-21 23:13:34
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Somerset,50 to 85 percent,Landline,1,0.6852,0.4003,0.3207,0.4263,2018-09-21 23:16:25
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,White,Morris,85 percent or higher,Cell,0.4444,0.8935,1.2573,0.8612,1.214,2018-09-21 23:22:36
Rep,18 to 34,Bachelors' degree,Asian,Male,White,support,Disapp.,Dems. take House,Unfavorable,Favorable,Support,Oppose,Support,disagree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Other Non-White,Somerset,50 to 85 percent,Landline,1,0.8302,0.6766,0.4268,0.6992,2018-09-21 23:25:54
Und,65 and older,Graduate or Professional Degree,Hispanic,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Hispanic,Essex/Union,50 to 85 percent,Landline,1,0.7509,1.1694,0.5432,1.2269,2018-09-21 23:29:21
Und,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Somerset,50 to 85 percent,Cell,1,0.8145,0.5164,0.3526,0.5207,2018-09-21 23:30:42
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Essex/Union,50 to 85 percent,Landline,0.7778,0.7304,0.8918,0.5206,0.9044,2018-09-21 23:33:06
Dem,65 and older,High school,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Hispanic,Hunterdon/Warren,50 to 85 percent,Cell,1,0.7943,1.655,1.5526,1.7214,2018-09-21 23:34:18
Rep,50 to 64,Some college or trade school,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Essex/Union,85 percent or higher,Cell,1,0.9888,1.4535,0.7039,1.475,2018-09-21 23:34:45
Und,50 to 64,Some college or trade school,White,Male,Black,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Hunterdon/Warren,Less than 50 percent,Cell,1,0.3303,1.1133,1.8825,1.3662,2018-09-21 23:36:24
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Hispanic,Somerset,85 percent or higher,Cell,1,0.9187,1.0312,0.5016,1.0517,2018-09-21 23:37:18
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Other,Female,Black,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Other Non-White,Hunterdon/Warren,85 percent or higher,Cell,1,0.909,1.1333,1.2269,1.1573,2018-09-21 23:39:06
Und,35 to 49,Bachelors' degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Oppose,Support,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Somerset,Less than 50 percent,Cell,0,0.1663,0.8769,2.8398,0.4814,2018-09-21 23:44:39
Rep,65 and older,Bachelors' degree,Hispanic,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Hispanic,Essex/Union,85 percent or higher,Landline,1,0.9028,1.9633,0.831,2.0064,2018-09-21 23:49:14
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Oppose,Support,Support,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Morris,85 percent or higher,Landline,1,0.9766,0.8777,0.5527,0.8906,2018-09-21 23:51:02
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Don't know,Support,agree,30 to 44,Postgraduate Degree,Republican,Female,Not at all likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Essex/Union,Less than 50 percent,Cell,0.4444,0.4508,0.7479,0.8223,0.3321,2018-09-21 23:52:05
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Morris,85 percent or higher,Landline,1,0.9692,0.9699,0.4529,0.9845,2018-09-21 23:55:05
Dem,50 to 64,High school,White,Male,White,support,Approve,Reps. keep House,Favorable,Unfavorable,Oppose,Oppose,Support,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Somerset,50 to 85 percent,Landline,1,0.7355,1.6939,1.6562,1.7831,2018-09-21 23:55:50
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Essex/Union,85 percent or higher,Landline,1,0.8725,1.5225,0.7434,1.5626,2018-09-22 00:00:20
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Somerset,50 to 85 percent,Cell,1,0.7465,0.7459,0.5666,0.7833,2018-09-22 00:00:29
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Essex/Union,Less than 50 percent,Cell,0.6667,0.3502,0.6726,1.0342,0.7064,2018-09-22 00:01:59
Und,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Don't know,Approve,Reps. keep House,Don't know,Unfavorable,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Essex/Union,85 percent or higher,Cell,0.7778,0.9067,1.1898,0.6882,1.1946,2018-09-22 00:02:47
Dem,35 to 49,Graduate or Professional Degree,White,Female,Asian,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,Morris,50 to 85 percent,Landline,1,0.769,0.7029,0.6427,0.7112,2018-09-22 00:05:38
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Somerset,85 percent or higher,Landline,1,0.9646,0.8895,0.4231,0.9031,2018-09-22 00:11:11
Und,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Somerset,Less than 50 percent,Cell,0.8889,0.3259,0.5965,1.1419,0.7013,2018-09-22 00:12:32
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Other Non-White,Morris,50 to 85 percent,Landline,1,0.7789,0.5758,0.4753,0.6007,2018-09-22 00:16:44
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Other Non-White,Somerset,Less than 50 percent,Cell,0.7778,0.2776,0.9243,2.1855,1.0601,2018-09-22 00:19:14
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Essex/Union,85 percent or higher,Cell,1,0.9262,0.7247,0.4318,0.7385,2018-09-22 00:21:38
Und,18 to 34,Bachelors' degree,White,Male,Other,Don't know,Approve,Reps. keep House,Unfavorable,Unfavorable,Oppose,Don't know,Support,agree,18 to 29,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,Nonwhite,Nonwhite,18 to 34,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.5093,0.5192,0.5522,0.5475,2018-09-22 00:27:47
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,Don't know,18 to 29,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Somerset,Less than 50 percent,Cell,1,0.4992,0.7848,1.0088,0.8849,2018-09-22 00:28:14
Und,[DO NOT READ] Refused,Some college or trade school,Other,Male,Other,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Other Non-White,Somerset,Less than 50 percent,Cell,1,0.3634,0.7025,1.2335,0.8446,2018-09-22 00:35:10
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Somerset,Less than 50 percent,Landline,1,0.3084,1.1271,1.7743,1.4039,2018-09-22 00:36:22
Rep,35 to 49,Some college or trade school,White,Male,White,support,Disapp.,Reps. keep House,Don't know,Don't know,Support,Don't know,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Somerset,85 percent or higher,Cell,1,0.917,0.7185,0.4206,0.7329,2018-09-22 00:42:13
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Oppose,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Morris,85 percent or higher,Landline,1,0.9049,1.6429,1.6958,1.6506,2018-09-22 00:43:34
Rep,65 and older,High school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,50 to 85 percent,Landline,0.5556,0.8362,1.588,1.3378,1.3556,2018-09-22 00:46:07
Rep,65 and older,Graduate or Professional Degree,Asian,Male,Asian,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,Other Non-White,Somerset,Less than 50 percent,Landline,1,0.4467,0.9343,0.9287,1.0767,2018-09-22 00:48:39
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.9925,0.804,0.3932,0.8161,2018-09-22 00:59:45
