response,ager,educ,file_race,gender,race_eth,approve,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,85 percent or higher,Cell,0.4444,0.888,0.9699,0.6084,0.6868,2018-10-20 03:25:40
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.6731,0.8662,0.793,0.9293,2018-10-20 03:26:07
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Democrat,Nonwhite,35 to 49,Non-White,Rest of Maricopa,50 to 85 percent,Cell,1,0.7328,1.326,1.1435,1.3961,2018-10-20 03:26:34
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,Less than 50 percent,Cell,0.6667,0.2771,1.1872,2.671,1.2502,2018-10-20 03:28:22
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,Unfavorable,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.6472,0.8991,0.6839,0.9422,2018-10-20 03:29:43
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Don't know,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Pima,Less than 50 percent,Cell,1,0.3372,1.2364,1.9503,1.5717,2018-10-20 03:30:55
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Favorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9685,0.9144,0.5884,0.9046,2018-10-20 03:31:49
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Disapp.,Favorable,Rep.,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Non-White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9729,1.0344,0.6784,1.0231,2018-10-20 03:32:52
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9978,1.0094,0.5723,1.0004,2018-10-20 03:33:02
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9906,0.8248,0.4477,0.8158,2018-10-20 03:39:02
Dem,35 to 49,High school,Hispanic,Male,Hispanic,Disapp.,Don't know,Dem.,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,Non-White,Phoenix/Tempe,50 to 85 percent,Cell,0.8889,0.5803,1.8773,2.3011,1.8386,2018-10-20 03:39:20
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,85 percent or higher,Cell,1,0.867,0.9699,0.6231,0.9709,2018-10-20 03:39:56
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.5925,0.7307,0.5772,0.8073,2018-10-20 03:43:32
Dem,18 to 34,Bachelors' degree,White,Male,Black,Disapp.,Don't know,Dem.,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,White,Phoenix/Tempe,Less than 50 percent,Cell,1,0.2949,1.3391,2.875,1.4881,2018-10-20 03:45:29
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,30 to 44,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.5232,0.7922,0.8615,0.9013,2018-10-20 03:45:29
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Approve,Unfavorable,Rep.,Favorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 34,White,Rest of Maricopa,50 to 85 percent,Cell,0.6667,0.8141,0.992,0.7251,0.9201,2018-10-20 03:46:23
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.734,0.7652,0.5385,0.7852,2018-10-20 03:46:41
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.789,0.8991,0.561,0.8851,2018-10-20 03:47:08
Dem,65 and older,High school,White,Female,White,Disapp.,Favorable,Dem.,Don't know,65 and older,High School Grad. or Less,Republican,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,50 to 85 percent,Cell,0.5556,0.5389,1.2239,1.483,1.0573,2018-10-20 03:48:07
Rep,18 to 34,Some college or trade school,White,Female,Other,Approve,Unfavorable,Rep.,Favorable,18 to 29,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,18 to 34,White,Pima,Less than 50 percent,Cell,1,0.0663,1.1618,4.5157,1.7045,2018-10-20 03:50:22
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9862,0.7132,0.4174,0.7073,2018-10-20 03:50:58
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Favorable,Dem.,Don't know,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,50 to 64,White,Rest of Maricopa,Less than 50 percent,Cell,0.7778,0.244,0.931,2.2373,0.9357,2018-10-20 03:53:58
Und,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Unfavorable,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Already voted,or as a member of another political party,"White, 4-Year College Grads",35 to 49,Unknown,Rest of Maricopa,50 to 85 percent,Cell,1,0.6151,0.8525,0.8997,0.9336,2018-10-20 03:54:52
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9096,0.7527,0.4134,0.7573,2018-10-20 03:57:25
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.5245,1.1537,1.3272,1.1814,2018-10-20 03:58:01
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.5312,1.1537,1.3105,1.253,2018-10-20 03:59:04
Dem,18 to 34,Some college or trade school,White,Female,White,Don't know,Don't know,Dem.,Don't know,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9742,0.8781,0.5795,0.8685,2018-10-20 03:59:22
Rep,35 to 49,Graduate or Professional Degree,White,Male,Other,Approve,Unfavorable,Rep.,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,Nonwhite,35 to 49,White,Rest of Maricopa,50 to 85 percent,Cell,0.8889,0.5595,0.828,0.7555,0.866,2018-10-20 03:59:31
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.8932,0.7408,0.405,0.7481,2018-10-20 03:59:53
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Favorable,Dem.,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9713,1.2362,0.8221,1.2228,2018-10-20 04:00:34
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,35 to 49,Non-White,Rest of Maricopa,Less than 50 percent,Cell,1,0.2521,1.3988,4.138,1.2833,2018-10-20 04:01:59
Dem,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Approve,Favorable,Rep.,Unfavorable,18 to 29,Postgraduate Degree,Other,Female,Already voted,or as a member of another political party,Nonwhite,18 to 34,White,Phoenix/Tempe,Less than 50 percent,Cell,1,0.1245,0.9654,4.2055,1.6227,2018-10-20 04:02:53
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.7744,0.9023,0.6647,0.9387,2018-10-20 04:05:35
Dem,65 and older,High school,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.6557,1.2022,0.9903,1.2975,2018-10-20 04:06:11
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Favorable,Dem.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.751,1.1709,0.9369,1.1565,2018-10-20 04:07:41
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Unfavorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.7962,0.8196,0.4583,0.8476,2018-10-20 04:08:08
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.6655,0.7535,0.54,0.7858,2018-10-20 04:09:02
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.8495,0.8718,0.5581,0.8549,2018-10-20 04:10:32
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.7857,0.8196,0.4645,0.85,2018-10-20 04:11:26
Dem,65 and older,Bachelors' degree,White,Male,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,65 and older,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9964,0.8854,0.4392,0.8764,2018-10-20 04:11:44
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Other,Approve,Don't know,Rep.,Don't know,30 to 44,Postgraduate Degree,Republican,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,35 to 49,Non-White,Pima,Less than 50 percent,Cell,0.2222,0.4971,1.3782,1.5155,0.7011,2018-10-20 04:12:11
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.7887,1.0685,0.7565,1.0842,2018-10-20 04:12:38
Rep,65 and older,Bachelors' degree,Other,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Non-White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9245,1.1186,0.8182,1.111,2018-10-20 04:18:07
Rep,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Approve,Unfavorable,Rep.,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,Nonwhite,35 to 49,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.8451,0.8554,0.6223,0.839,2018-10-20 04:18:34
Dem,50 to 64,Some college or trade school,White,Female,Other,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,White,Rest,85 percent or higher,Cell,1,0.8969,0.851,0.5653,0.8483,2018-10-20 04:19:28
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,Less than 50 percent,Cell,1,0.2765,0.8316,1.5773,1.0342,2018-10-20 04:20:13
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9784,1.0212,0.6804,1.014,2018-10-20 04:21:07
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9916,0.9471,0.5552,0.9368,2018-10-20 04:21:07
Rep,65 and older,Graduate or Professional Degree,White,Male,Hispanic,Approve,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,White,Rest,50 to 85 percent,Cell,1,0.7556,0.6412,0.4247,0.655,2018-10-20 04:21:52
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Rest,85 percent or higher,Cell,1,0.9229,0.7731,0.4766,0.7757,2018-10-20 04:22:37
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Don't know,Dem.,Unfavorable,30 to 44,Some College Educ.,Other,Male,Not very likely,Independent (No party),Nonwhite,35 to 49,Non-White,Phoenix/Tempe,50 to 85 percent,Cell,0.7778,0.6005,1.161,1.2253,0.837,2018-10-20 04:24:43
Dem,35 to 49,Bachelors' degree,White,Male,Black,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,35 to 49,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9941,1.0977,0.6376,1.0879,2018-10-20 04:28:19
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9942,0.7644,0.4159,0.7563,2018-10-20 04:29:58
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Non-White,Rest,85 percent or higher,Cell,1,0.9844,1.7874,1.2388,1.7591,2018-10-20 04:30:34
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,Phoenix/Tempe,50 to 85 percent,Cell,1,0.7447,0.6637,0.4486,0.6795,2018-10-20 04:36:21
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Unfavorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9624,0.802,0.4923,0.7868,2018-10-20 04:41:00
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,Rep.,Don't know,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Phoenix/Tempe,50 to 85 percent,Cell,0.6667,0.8281,0.8718,0.5725,0.7455,2018-10-20 04:41:27
Dem,35 to 49,Graduate or Professional Degree,Black,Male,Black,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),Nonwhite,35 to 49,Non-White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9872,1.0557,0.6389,1.0469,2018-10-20 04:44:09
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9812,0.8841,0.454,0.8742,2018-10-20 04:45:03
Dem,35 to 49,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,White,Phoenix/Tempe,Less than 50 percent,Cell,1,0.4375,1.046,1.7229,1.2434,2018-10-20 04:46:06
