response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Linn,50 to 85 percent,Cell,1,0.6328,1.3244,1.658,1.4793,2018-09-20 00:20:07
Dem,35 to 49,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Support,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Unknown/Non-White,"Rest, Trump <60%",50 to 85 percent,Landline,1,0.776,0.7993,0.7793,0.8633,2018-09-20 00:22:04
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,"Rest, Trump <60%",85 percent or higher,Cell,1,0.855,1.0297,1.0268,1.0965,2018-09-20 00:22:13
Dem,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,Oppose,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.9925,1.0897,0.857,1.1412,2018-09-20 00:25:13
Rep,65 and older,Some college or trade school,White,Female,White,support,Disapp.,Reps. keep House,Favorable,Favorable,Support,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Black Hawk,85 percent or higher,Cell,0.8889,0.8652,0.6311,0.5192,0.6125,2018-09-20 00:27:46
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Favorable,Don't know,Oppose,Don't know,Oppose,disagree,45 to 64,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Rest, Trump <60%",Less than 50 percent,Cell,0.4444,0.375,1.5493,3.5248,0.827,2018-09-20 00:30:01
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Black Hawk,85 percent or higher,Cell,0.8889,0.9423,1.0734,0.8203,1.1233,2018-09-20 00:30:37
Und,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,Don't know,Favorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Dubuque,50 to 85 percent,Cell,1,0.5592,0.9288,1.0265,1.0021,2018-09-20 00:40:53
Rep,50 to 64,Grade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Linn,85 percent or higher,Cell,1,0.9115,1.8601,1.2918,1.9647,2018-09-20 00:42:41
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump >60%",50 to 85 percent,Cell,1,0.8303,1.1246,0.7761,1.2024,2018-09-20 00:49:41
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Linn,85 percent or higher,Cell,1,0.9592,1.1924,0.7571,1.2416,2018-09-20 00:50:44
Und,50 to 64,High school,Unknown,Female,White,support,Approve,Don't know,Unfavorable,Don't know,Oppose,Oppose,Oppose,agree,45 to 64,High School Grad. or Less,Republican,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown/Non-White,Black Hawk,85 percent or higher,Cell,0.4444,0.9502,1.0083,0.6435,0.9582,2018-09-20 00:51:29
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.9077,0.8374,0.4837,0.8849,2018-09-20 00:54:47
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,oppose,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Support,agree,18 to 29,Some College Educ.,Other,Female,Very likely,Republican,Nonwhite,Nonwhite,18 to 34,Unknown/Non-White,"Rest, Trump <60%",Less than 50 percent,Cell,1,0.2836,1.0006,3.1505,1.188,2018-09-20 00:59:35
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,disagree,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,"Rest, Trump >60%",Less than 50 percent,Cell,0.1111,0.2172,1.2801,4.9837,0.4431,2018-09-20 01:06:24
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.9886,0.9064,0.5739,0.9517,2018-09-20 01:14:48
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Don't know,Oppose,Don't know,disagree,45 to 64,High School Grad. or Less,Other,Female,Not very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Black Hawk,85 percent or higher,Cell,0,0.9493,0.9297,0.5913,0.7465,2018-09-20 01:15:51
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Black Hawk,Less than 50 percent,Cell,1,0.4859,0.896,1.6421,1.0508,2018-09-20 01:18:29
Dem,65 and older,Bachelors' degree,White,Male,White,Don't know,Approve,Don't know,Don't know,Favorable,Support,Don't know,Support,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Linn,85 percent or higher,Cell,1,0.9307,1.5663,0.9304,1.6505,2018-09-20 01:30:47
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump <60%",Less than 50 percent,Cell,1,0.3947,0.8336,1.8754,1.0192,2018-09-20 01:44:25
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.9561,0.467,0.3028,0.4909,2018-09-20 01:52:47
Und,18 to 34,High school,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Unknown/Non-White,"Rest, Trump >60%",Less than 50 percent,Cell,0,0.2808,1.6189,4.4632,0.4076,2018-09-20 02:00:17
Rep,[DO NOT READ] Refused,High school,White,Female,White,Don't know,Disapp.,Dems. take House,Unfavorable,Favorable,Oppose,Don't know,Oppose,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Linn,50 to 85 percent,Cell,0.3333,0.5462,1.3879,1.978,1.1441,2018-09-20 21:00:50
Dem,35 to 49,High school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Linn,50 to 85 percent,Cell,1,0.8119,2.0945,2.1242,2.1853,2018-09-20 21:12:14
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,"Rest, Trump <60%",85 percent or higher,Cell,1,0.9729,1.0439,0.9141,1.0962,2018-09-20 21:21:12
Dem,35 to 49,Some college or trade school,White,Female,White,support,Disapp.,Reps. keep House,Don't know,Unfavorable,Support,Support,Oppose,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Linn,85 percent or higher,Cell,1,0.8632,1.0627,0.8466,1.1057,2018-09-20 21:35:46
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Linn,85 percent or higher,Cell,1,0.9178,1.0205,0.6388,1.077,2018-09-20 21:37:16
Rep,18 to 34,Some college or trade school,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown/Non-White,"Rest, Trump >60%",Less than 50 percent,Cell,1,0.4469,1.0358,1.9595,1.2349,2018-09-20 21:51:46
Und,65 and older,Bachelors' degree,White,Male,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.9463,0.9038,0.601,0.9403,2018-09-20 21:58:31
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,30 to 44,Some College Educ.,Republican,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Black Hawk,85 percent or higher,Cell,0.5556,0.9453,0.7587,0.7179,0.6968,2018-09-20 22:02:52
Rep,65 and older,Bachelors' degree,White,Female,White,support,Disapp.,Dems. take House,Unfavorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Dubuque,85 percent or higher,Cell,0.7778,0.9557,0.8039,0.5131,0.8259,2018-09-20 22:16:17
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Black Hawk,85 percent or higher,Cell,1,0.9679,0.5258,0.3538,0.548,2018-09-20 22:18:19
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Don't know,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Linn,85 percent or higher,Cell,1,0.9038,1.1334,0.8619,1.1983,2018-09-20 22:26:16
Dem,18 to 34,Some college or trade school,White,Male,Other,oppose,Disapp.,Don't know,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,18 to 34,White,"Rest, Trump >60%",Less than 50 percent,Cell,1,0.4934,1.2801,2.1947,1.4969,2018-09-20 22:29:07
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Unknown/Non-White,Black Hawk,50 to 85 percent,Cell,1,0.6608,0.7786,0.9398,0.8632,2018-09-20 22:31:31
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Dubuque,85 percent or higher,Cell,1,0.8845,1.4084,0.8632,1.493,2018-09-20 22:34:17
Dem,35 to 49,Some college or trade school,White,Female,Other,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Dubuque,50 to 85 percent,Cell,1,0.6651,0.9288,0.8636,1.0285,2018-09-20 22:38:20
Dem,50 to 64,High school,White,Female,White,oppose,Approve,Dems. take House,Don't know,Don't know,Support,Oppose,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Black Hawk,50 to 85 percent,Cell,0,0.7927,0.8764,0.7644,0.4281,2018-09-20 22:39:05
Rep,65 and older,Some college or trade school,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,Black Hawk,85 percent or higher,Cell,1,0.9916,0.919,0.5863,0.9651,2018-09-20 22:42:41
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Linn,50 to 85 percent,Cell,1,0.7898,1.2032,0.8508,1.2574,2018-09-20 22:52:00
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,"Rest, Trump >60%",85 percent or higher,Cell,0.8889,0.8902,1.0827,0.8633,1.1127,2018-09-20 23:02:21
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Linn,85 percent or higher,Cell,1,0.9731,0.9095,0.6067,0.955,2018-09-20 23:09:24
Dem,35 to 49,Some college or trade school,White,Female,White,support,Approve,Dems. take House,Don't know,Unfavorable,Support,Oppose,Support,disagree,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Rest, Trump >60%",50 to 85 percent,Cell,0.6667,0.832,0.8858,0.6392,0.8057,2018-09-20 23:11:12
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Black Hawk,Less than 50 percent,Cell,0.8889,0.446,1.2174,2.4407,1.4013,2018-09-20 23:15:06
Rep,50 to 64,High school,White,Male,Hispanic,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,"Rest, Trump >60%",50 to 85 percent,Cell,1,0.736,1.5475,1.3186,1.6852,2018-09-20 23:21:10
Dem,18 to 34,Bachelors' degree,White,Male,Asian,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,"Rest, Trump <60%",Less than 50 percent,Cell,0.7778,0.3716,1.5282,3.512,1.2778,2018-09-20 23:24:46
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Linn,50 to 85 percent,Cell,1,0.7907,1.6624,1.4004,1.7903,2018-09-20 23:29:25
